id,lang,split,l1,l2,text
KK-A00617,KK,train,RELEVANT,WATER_CRYO,"Арал теңізін жартылай тірілту үшін Әлем банкы 85 млн. доллар қаржы бөліп отыр 40 жылдан бері ғалымдар, суы кеуіп бара жатқан Арал табиғатын зерттеп, бұл бүкіл әлемде бұрын соңды кездеспеген экологиялық апат деп дабыл қағып келеді."
KK-C00678,KK,train,RELEVANT,WATER_CRYO,"Солтүстік Аралға 5 млрд текше метр су жіберілді Су ресурстары және ирригация министрлігінің мәліметінше, Су ресурстарын басқару жүйесін дамыту тұжырымдамасы аясында 2023 жылдан бүгінгі күнге дейін"
KK-D03492,KK,train,NOT_RELEVANT,,"«Арал өлмейді» Ақмешітке аяқ басқалы тілімізге мына тіркес орала береді: «Арал­дың табанынан су кеткенмен, Халқының жүрегінен жыр кет­кен жоқ». Сыр сүлейлерінің"
KK-D03709,KK,train,RELEVANT,SCIENCE_GEN,Климаттың өзгеруі әлемге қауіп төндіріп тұр Климаттың жылдам өзгеруі қауіпті жағдайды алдын алуға мүмкіндіктерді азайтып отыр. Бейбітшілік пен қауіпсіздікті сақтап қалу үшін бірінші кезекте «үлкен
KK-00011,KK,train,RELEVANT,ENERGY,Жетісуда жел электр стансасы салынады Жетісу облысында жаңартылатын энергия көздерін дамыту бағытындағы ірі жобалардың бірі жүзеге асырылмақ. Өңір әкімі Бейбіт Исабаев Қытай Халық Республикасының…
KK-C00225,KK,train,RELEVANT,WATER_CRYO,"Трансшекаралық су ресурстарын тиімді пайдаланған жөн - Мемлекет басшысы Мемлекет басшысы самит барысында Трансшекаралық су ресурстарын тиімді пайдалану туралы айтты, деп хабарлайды Egemen.kz Ақорданың баспасөз қызметіне"
KK-D02075,KK,train,RELEVANT,SCIENCE_GEN,БҰҰ экологиялық апатты болжады БҰҰ жанындағы климаттың өзгеруін зерттейтін үкіметаралық мамандар тобы ғаламдық климат өзгеруінің салдары жөніндегі баяндамаларын жариялады. Бұл туралы
KK-A00260,KK,train,RELEVANT,POLICY,"Германияда үлкен сегіздік елдерінің саммиті басталды Германияның Хейлигендам қаласында басталған Үлкен 8-дік ұйымы саммитінің алғашқы күнінде, күн тәртібіне қойылған басты мәселелердің бірі - климаттың өзгеру проблемалары қаралады. Германия тарапы, 2050-ші жылға қарай ауаға бөлінетін көмірқышқыл газының көлемін 50 пайызға азайтуға арналған келісімге қол жеткізуді мақсат тұтуда. Ал Құрама Штаттары мұндай ұсыныспен келіспейтіндігін айтып отыр."
KK-D00087,KK,train,NOT_RELEVANT,,«Арал 2019» экспедициясы басталды 12-мамырда «Арал 2019» экспедиция құрамы Нұр-Сұлтан қаласынан Арал теңізі бағытына қарай жолға шықты. «QazaqGeography» республикалық қоғамдық бірлестігі
KK-A00499,KK,train,RELEVANT,AGRI_LAND,"Өзбекстанда әр минут сайын 9 шаршы метр жер шөлге айналып жатыр Өзбекстанда Ғылым академиясына қарайтын Сейсмология институтының директоры, география ғылымдарының докторы Вахоб Рафиков өлкеде шөлге айналған жерлер көбейіп жатқанын мәлімдеді. ""Бұл процесс жыл өткен сайын тездетіп жатыр. Карначул, Мирзачул, Шерабад, Дальварзин, Қарақалпақ шөлдерінің шекарасы..."
KK-C00957,KK,train,RELEVANT,DISASTER,"Испаниядағы аптап ыстықтан мыңнан астам адам қайтыс болды Еуропада ауа температурасының рекордтық көрсеткіштері тіркелді. Ғалымдар бұны климаттың өзгеруімен байланыстырады, деп хабарлайды Egemen.kz."
KK-C00457,KK,train,RELEVANT,POLICY,"Президент жаһандық климаттық бастамалар туралы: Бұл кең ауқымды алаяқтыққа ұқсайды Қасым-Жомарт Тоқаевтың айтуынша, Қазақстан энергетикалық тәуелсіздікке жету үшін атом индустриясын дамытуға күш салуы керек. Президент алғашқы атом электр"
KK-C01766,KK,train,RELEVANT,HEALTH_SOCIETY,"Әлемде 216 млн адам «климаттық босқынға» айналуы мүмкін Қазір климаттың өзгеруі ғалымдармен қатар қарапайым тұрғындарды да алаңдатып отыр. Бұл мәселеге әсіресе жастар жағы көп бас қатыратын көрінеді, деп"
KK-C01491,KK,train,RELEVANT,WATER_CRYO,Су жобалары мен мұздықтарды қорғау шаралары талқыланды Қазақстан мен Азия даму банкі су ресурстарын тиімді басқару және климаттың өзгеруіне бейімделу мақсатында ынтымақтастықты күшейтпек. Су ресурстары және
KK-A00516,KK,train,NOT_RELEVANT,,"Медведев алдағы аптада Германияға барады Ресей президенті Дмитрий Медведев алдағы аптада Германияға барып, канцлер Ангела Меркельмен кездеседі. Германия үкіметінің хабарлауынша, екі жетекші шілденің 16-ы күні Мюнхенде кездеседі. Ол кездесуде ғаламдық экономикалық дағдарыс пен климаттың жылынуына қарсы күрес мәселелері..."
KK-D02828,KK,train,RELEVANT,WATER_CRYO,"Әлемдегі ең үлкен мұздық еріп кетті Әлемдегі ең үлкен мұздық саналатын А68 енді жоқ, деп хабарлайды Egemen.kz TRT-ға сілтеме жасап."
KK-A00269,KK,train,RELEVANT,AGRI_LAND,"Ирақ диқандары су тапшылығының зардабын тартып отыр Екінші жылға ұласып отырған құрғақшылық Ирақ диқандарына ауыр тиюде. Олардың біразы ежелгі кәсіптерін доғарып, жұмыссыз қалуға мәжбүр.Халықаралық Қызыл крест ұйымы Ирақтың таулы аймағындағы тұрғындарға қаржылай көмек ұсынбақшы."
KK-A00266,KK,train,RELEVANT,HEALTH_SOCIETY,"Климат мәселесін көтеріп жүрген оқушының айтқаны Нью-Йоркте Біріккен Ұлттар Ұйымының 74 сессиясы өтіп жатыр. Алғашқы күні әлем назары 16 жастағы швед қызына ауды. Жаһанды жылыну, климаттың өзгеру туралы айтып, белсенділігімен танылған Грета Тунберг ұйымның сессиясын ашып, әлем елдері басшыларын сынады. Климат мәселесін көтеріп жүрген оқушы кім?"
KK-A00152,KK,train,NOT_RELEVANT,,"67 жыл бұрын Арал теңізінде кеме жасалғанын білесіз бе? Түркіменстанда Арал теңізін құтқару қоры құрылтайшыларының 12-ші саммиті өтті. 1951 жылы түсірілген, кинофотоқұжаттар мен дыбыс жазбалары орталық мемлекеттік архивінде сақталған видеода кемелердің қалай жасалатыны, қалай суға жіберілетіні түсірілген."
KK-D02753,KK,train,RELEVANT,WATER_CRYO,Арал мәселесі қозғалды Парламент Сенатының депутаттары Мұхтар Құл-Мұхаммед және Мұрат Бақтиярұлы Брюссельде өткен «Азия-Еуропа» форумы аясында парламенттік әріптестіктің 10-шы
KK-C00506,KK,train,RELEVANT,WATER_CRYO,"Солтүстік Аралға 1,6 млрд текше метр су жіберіледі Былтырғы қазаннан қаңтар айына дейін Солтүстік Аралға 1 млрд текше метр су жіберілді"
KK-D01205,KK,train,NOT_RELEVANT,,«Арал-2018» 20 күндік экспедициясы аяқталды 29 мамырда QazaqGeography «Қазақстандық ұлттық географиялық қоғамының» Солтүстік және Оңтүстік Арал теңізі маңындағы «Арал-2018» 20 күндік экспедициясы
KK-A00416,KK,train,RELEVANT,POLICY,Мұхит проблемасына арналған конференция өтуде 120 елдің сарапшылары Индонезияда өтіп жатқан әлемдік Мұхиттар конференциясына қатысуда. Күн тәртібіндегі мәселелердің бірі-тұрақты Халықаралық форум құру. Ол форумның міндеті қоршаған ортаны қорғау істерін үйлестіру және мұхит деңгейі көтерілуінің климатқа әсерін зерттеу. Конференцияда БҰҰ-ның...
KK-D00638,KK,train,NOT_RELEVANT,,"Арал ауданын сумен жабдықтауға 4,2 млрд теңге бөлінді Қызылорда облысының Арал ауданында сумен жабдықтау жүйесін салуға және жаңғыртуға Арнаулы мемлекеттік қордан шамамен 4,2 млрд теңге бөлу туралы шешім"
KK-D02688,KK,train,RELEVANT,WATER_CRYO,"Өзбекстан Арал проблемасымен қалай күресуде? Бір кезде әлемдегі үлкен теңіздердің бірі болған Аралдың аумағы 50 жылдың ішінде екі есе, су көлемі 5 есе азайды. Судың тереңдігі 18 метрге төмендеді."
KK-A00157,KK,train,NOT_RELEVANT,,Балықшылар Аралдан қайтадан балық аулай бастады Си-Эн-Эн телеарнасында «Жер шекарасы» атты телехабар көрсетілімі жүріп жатыр. Әлемдегі биологиялық әр алуандықты қорғау тақырыбына арналған бұл хабарда дүниежүзілік ауқымда әсері бар экологиялық апат аймақтары мәселесі сөз болады. Олардың арасында Қазақстандағы Арал теңізі де бар.
KK-D03053,KK,train,RELEVANT,ENERGY,Үкіметте энергия үнемдеуді реттеу жүйесін одан әрі жетілдіру мәселелері қаралды Қазақстанның ЖІӨ-нің энергия сыйымдылығын 2020 жылға қарай 25%-ға және 2050 жылға қарай екі еседен кем емес төмендету бойынша Мемлекет басшысының
KK-C02280,KK,train,RELEVANT,POLICY,"Эмомали Рахмон климаттың өзгеру салдарымен күресуге шақырды Тәжікстан президенті Эмомали Рахмон 13 қазанда Астанада өткен Азиядағы өзара іс-қимыл және сенім шаралары жөніндегі кеңестің саммитінде сөз сөйледі, деп"
KK-A00523,KK,train,RELEVANT,POLICY,Ақ үй парник газын түзуді шектейтін талап енгізбек АҚШ үкіметі елдегі электр станцияларының атмосфераға бөлетін көмір қышқыл газ көлеміне шектеу енгізбек. Бұл туралы жұма күні АҚШ-тың қоршаған ортаны қорғау агенттігінің басшысы Джина Маккарти мәлімдеді. Ақ үй ұсынған ғаламдық жылыну проблемасымен күрес бағдарламасында жаңадан салынатын...
KK-C01724,KK,train,RELEVANT,WATER_CRYO,Мұздықтар «мұңы» Қазіргі таңда әлемдегі өзекті мәселелердің бірі – климаттың өз­геруі себебінен мәңгілікке мыз­ғымастай көрінетін мұз­дық­тардың еруі. Бұдан келе­тін
KK-D03740,KK,train,RELEVANT,WATER_CRYO,ЕҚЫҰ Парламенттік Ассамблеясында Арал теңізінің проблемалары талқыланды Бирмингем қаласында (Ұлыбритания) Еуропадағы Қауіпсіздік және Ынтымақтастық Ұйымы Парламенттік Ассамблеясының жазғы сессиясы өз жұмысын бастады. Оған
KK-A00453,KK,train,NOT_RELEVANT,,Норвегия не себептен “ақыр заманның қоймасын” салуға кірісті? ОСЛО. Бүгін Норвегияда жер бетіндегі барлық дәнді дақылдың үлгілерін экологиялық апаттан немесе ядролық соғыстан жақсы қорғайтын ерекше қойманың құрылысы басталды. “Ақыр заманның қоймасы” деп аталған құрылыс Солтүстік полюстен 1 мың шақырым қашықтықта орналасқан арктикалық Шпицберген аралындағы...
KK-D02917,KK,train,RELEVANT,WATER_CRYO,"Аралды құтқару қоры Атқарушы комитетінің төрағасы тағайындалды Президент Қасым-Жомарт Тоқаев Аралды құтқару қоры Атқарушы комитетінің төрағасын тағайындады, деп жазады Egemen.kz."
KK-D01362,KK,train,RELEVANT,WATER_CRYO,Өңірдегі өзекті мәселе: Трансшекаралық су ресурстары Су – планета мен адамзат өміріндегі ең құнды ресурс. Орталық Азия үшін бұл ресурсты өңірді біртұтас жүйе ретінде қалыптастыратын маңызды
KK-A00386,KK,train,RELEVANT,WATER_CRYO,ЕҚЫҰ-ның Тұрақты кеңесінде Арал проблемасы көтерілді Аралды құтқару халықаралық қорының атқарушы директоры Сағит Ибатуллин Орталық Азия мемлекеттерін Арал теңізі бассейніне төніп тұрған экологиялық қауіппен бірге күресуге шақырды. Ибатуллин бүгін Вена қаласында ЕҚЫҰ-ның Тұрақты кеңесінде сөз сөйледі. Қор төрағасы Орталық Азиядағы Арал...
KK-A00273,KK,train,NOT_RELEVANT,,"Сицилияда ""Үлкен жетілік"" елдерінің саммиті басталады Бүгін Италияның Сицилия аралындағы Таормина қаласында ""Үлкен жетілік"" елдерінің екі күндік саммиті басталады. Саммитке АҚШ президенті Дональд Трамп қатысады. Саммитте оған қатысатын өзге елдердің басшылары Трамптан оның сауда және климаттың өзгеруіне қатысты ұстанымын сұрайды деп болжанып..."
KK-D03485,KK,train,RELEVANT,WATER_CRYO,"«Шөлдегі кемелер»: Арал теңізі апаты туралы шынайы эсселер жинағы Көшпелі өмір салтымен әлемге танымал халқымыз үшін “теңіз” сөзі – шексіздік, кеңістік және терең білімнің символы болған. Тіпті көне жырларда «теңіздей"
KK-D03030,KK,train,RELEVANT,WATER_CRYO,"Қазақстан мен Ресей трансшекаралық өзендерді бірлесіп пайдаланады Халықты және экономика салаларын сумен қамту, ластануың алдын алу, трансшекаралық өзендер суының таусылуы және тағы басқа мәселелер Новосибирск қаласында"
KK-A00250,KK,train,RELEVANT,SCIENCE_GEN,Мальдив үкіметі су астында жиын өткізді Үнді мұхитындағы аралдық мемлекет Мальдив республикасының үкіметі өзінің отырысын су астында өткізді. Олардың жарты сағатқа созылған отырысы ғаламдық жылынуға әлемнің назарын аудару болды. Ғаламдық жылыну проблемасынан туындаған мұхит деңгейінің көтерілуі алдағы 100 жылда бұл мемлекетке...
KK-D00976,KK,train,RELEVANT,WATER_CRYO,Қазақстан мен Өзбекстан сенаторлары Арал проблемасын талқылады Қазақстан Парламенті Сенатының Спикері Мәулен Әшімбаев Өзбекстан Олий Мажлисі Сенатының Төрайымы Танзила Нарбаевамен бірге екі елдің Сенаттары арасындағы
KK-A00388,KK,train,RELEVANT,DISASTER,"Соңғы күндері тұрған аптап ыстықтан Еуропада жаппай өрт шығуда. Кейбір жерде өрт ыстық пен құрғақшылықтан шығып жатса, басқа жерлерде қасақана от қойған жайттар бар. БАТЫС ЕУРОПА: Соңғы күндері тұрған аптап ыстықтан Еуропада жаппай өрт шығуда. Кейбір жерде өрт ыстық пен құрғақшылықтан шығып жатса, басқа жерлерде қасақана от қойған жайттар бар. Корсика аралында от жалыны 2 мың гектардан асатын орман алқабын жайпап үлгеріп, өрт Жерорта теңізіндегі осы аралды..."
KK-C00830,KK,train,RELEVANT,POLICY,Грекия климат мәселесін қолға алды Грекия үкіметі жаздың аптап ыстығынан кейін климаттың өзгеруін қадағалайтын арнайы министрлік құрылатынын мәлімдеді.
KK-A00464,KK,train,RELEVANT,AGRI_LAND,"Орталық Азия аймағында қуаңшылық пен шөлейттенуге қарсы халықаралық бағдарлама жүзеге аспақшы 2007-ші жылдан бастап іске асқалы отырған осы халықаралық бағдарламаға сәйкес алдағы 10 жылда Орталық Азияның Қазақстан, Қырғызстан , Өзбекстан, Түркіменстан және Тәжікстан секілді елдеріндегі шөлейттенген, яғни адам өмір сүруге қолайсыз деп танылған жерлердің құнарлығын халықаралық ұйымдардың көмегімен арттыру шарасы жүзеге асырылғалы отыр."
KK-A00081,KK,train,NOT_RELEVANT,,"Гамбургте G20 басшыларының келіссөзі басталмақ Гамбургте ""Үлкен жиырмалық"" (G20) елдері басшыларының жиыны басталғалы жатыр. Мемлекет басшылары мен АҚШ президенті Дональд Трамп арасында климат өзгеруі мен сауда жайы талқыланбақ. Трамп осы жиын кезінде алғаш рет Ресей президенті Владимир Путинмен кездеспек. Трамп Қытай басшысы Си..."
KK-A00401,KK,train,RELEVANT,WATER_CRYO,"Бішкекте белсенділер үкіметті ""мұздықтарды сақтауға"" шақырды Бішкекте сәрсенбіде үкімет үйі алдында белсенділер Су кодексіне Құмтөр кенішіндегі мұздықтарды көшіруге рұқсат беретіндей түзету енгізуге қарсылық акциясын өткізді. Акцияға қатысқан азаматтық белсенділер мен саясаткерлер Қырғызстан парламентін аталған заң жобасын қабылдамауға шақырды. Олардың..."
KK-A00462,KK,train,NOT_RELEVANT,,"Байден қызметіне кірісе сала Трамптың бірқатар шешімдерінің күшін жойды 20 қаңтарда Вашингтондағы Капитолий сарайында ант беріп, президент қызметіне кіріскен Джо Байден салтанатты рәсімнен соң бұрынғы президент Дональд Трамптың бірқатар шешімдерінің күшін жойды. Атап айтқанда, президент АҚШ-ты климат жөніндегі Париж келісіміне қайта қосып, АҚШ-тың Дүниежүзілік..."
KK-C00338,KK,train,RELEVANT,ENERGY,«Самұрық-Қазына» мен «SANY Renewable Energy» арнайы экономикалық аймақтағы зауыттың іргетасын қалады Шу қаласында орналасқан «Жібек жолы» арнайы экономикалық-индустриялық аймағында алдағы жылдары ондаған жоба жүзеге асырылады. Солардың бірін
KK-A00194,KK,train,RELEVANT,ENERGY,Жел қуатын энергия көзі ретінде пайдалану жобасын Қазақстан бастап кетті Қазақстанның кең жазира даласы мен көгінен төгілер шұғылалы күн сәулесі бұл елде осы табиғи құбылыстарға негізделген қуат көздерін өндіруге мол мүмкіндіктердің бар екендігіне мегзеп отыр. Осы орайда Қазастан өткен жылы елдің оңтүстік-шығысындағы Алматы облысында күн көзінен қуат алу бағдарламасын бастап кеткен болатын. Бұл бағдарламаны бастапқы кезде құрған БҰҰ жанындағы Даму бағдарламасы және Канаданың халықаралық даму агенттігі еді. Қазіргі таңда Орта Азияның біраз елдерінде жел энергиясын өндіру ісі өз бастауын тапқан.
KK-C01359,KK,train,RELEVANT,SCIENCE_GEN,Жоғары білім бағдарламалары: Климаттық өзгерістер Абай атындағы Қазақ ұлттық педагогикалық университетінде «Климат өзгерісі бойынша білім берудің болашағы: педагогтар мен стейкхолдерлер арасында синергия
KK-D01502,KK,train,RELEVANT,SCIENCE_GEN,Астана «Жер сағаты» дүниежүзілік экологиялық акциясына қатысты АСТАНА. 20 наурыз. Кеше Астана қаласы «Жер сағаты» халықаралық акциясына қатысты. Әлем бойынша миллиардтаған адам планетамыздың болашағына немқұрайлы
KK-00008,KK,train,RELEVANT,WATER_CRYO,"26 наурыз – Арал теңізі, Әмудария және Сырдарияның халықаралық күні болып бекітілді Астанада өткен Халықаралық Аралды құтқару қоры құрылтайшы мемлекеттер басшыларының саммиті қорытындысы бойынша 26 наурыз Арал теңізі, сондай-ақ Әмудария мен…"
KK-C01206,KK,train,RELEVANT,WATER_CRYO,"Жайық таязданып, аралдар пайда бола бастады Экология, геология және табиғи ресурстар министрлігі Жайық өзені таяздығы және Атырау маңында аралдар пайда болуының негізгі себептерін атады, деп"
KK-00563,KK,train,RELEVANT,HEALTH_SOCIETY,"Еуропаның үш елінде қатты ыстықтың салдарынан адам өлімі жиіледі Франция, Нидерланды және Бельгияда маусымдағы аптап ыстық кезінде 3700 қосымша өлім тіркеді. Билік бұл көрсеткіш артуы мүмкін екенін мәлімдеді деп жазды Reuters. Қосымша өлім – бұл белгілі бір кезеңде әдетте тіркелетін өлім санынан артық тіркелген өлім көрсеткіші. Францияда 2025 қосымша өлім тіркелген – әсіресе 45 жастан асқандар арасында өлім-жітім жиілеген. Бельгияның денсаулық сақтау министрлігі 18-29 маусым аралығында 1200 қосымша өлім тіркелген. Ал Нидерландыда бұл көрсеткіш шамамен..."
KK-C00484,KK,train,RELEVANT,WATER_CRYO,"Арал теңізінің құрғап қалған аймағы орманға айналады Мұндай жоба Өзбекстан Республикасының орман шаруашылығы жүйесін 2030 жылға дейін дамыту тұжырымдамасына сәйкес әзірленген қаулы аясында іске асады, деп"
KK-A00130,KK,train,RELEVANT,WATER_CRYO,"Кейінгі 70 жылда Қырғызстандағы мұздықтар 16% азайған Қырғызстан президенті Садыр Жапаров кейінгі 70 жылда елдегі мұздықтардың аумағы 16 пайызға азайғанын мәлімдеді, 2100 жылға қарай олардың жартысы жоғалуы мүмкін. 4 сәуірде Самарқанда (Өзбекстан) өткен «Орталық Азия жаһандық климаттық қауіп-қатерлерге қарсы: ортақ гүлдену үшін ынтымақтастық» атты..."
KK-D03062,KK,train,RELEVANT,DISASTER,"Канадада аптап ыстықтан ормандар өртеніп жатыр Канадада аптап ыстық салдарынан ормандар өртеніп жатыр, деп хабарлайды Egemen.kz trt.net.tr сайтына сілтеме жасап."
KK-00899,KK,train,RELEVANT,ENERGY,Ірі энергетикалық нысандардан тарайтын зиянды шығарындылар 35 пайызға азаяды Астанада өтіп жатқан Өңірлік экологиялық саммиттің пленарлық отырысында Президент Қасым-Жомарт Тоқаев
KK-C02133,KK,train,RELEVANT,WATER_CRYO,"Қазақстан мен ДДҰ Аралды құтқару мақсатында күш біріктіреді Парламент Сенаты Төрағасының орынбасары Ольга Перепечина ДДҰ Еуропалық өңірлік бюросының директоры Ханс Клугемен кездесу өткізді, деп хабарлайды Egemen.kz."
KK-C00346,KK,train,RELEVANT,ENERGY,Маңғыстауда жасыл энергетика бағытында халықаралық жоба қолға алынды Маңғыстауда жасыл энергетика бағытындағы халықаралық жоба талқыланды
KK-C01729,KK,train,RELEVANT,WATER_CRYO,Арал қорының отырысы өтті Аралды құтқару халықаралық қорының отырысы онлайн режімде өтті. Қазақстан тарапынан шараға Премьер-Министрдің бірінші орынбасары Роман Скляр қатысты.
KK-D01901,KK,train,NOT_RELEVANT,,"Көкарал Аралдың табанынан су кеткенмен, халқының жүрегінен жыр кеткен жоқ. Теңізі тартылған ай­маққа барған сайын қараша ха­лықтың қайсарлығын көріп, тәнті"
KK-00636,KK,train,RELEVANT,AGRI_LAND,"Тозған жайылым, торыққан шаруа: Түйін қашан тарқатылады? Үкімет Ауыл шаруашылығы министрлігі дайындаған «Мал шаруашылығын дамытудың 2026-2030 жылдарға арналған кешенді жоспарын» бекітті. Аталған құжат саланы"
KK-D00143,KK,train,RELEVANT,SCIENCE_GEN,"НЗМ оқушысы Финляндия президентімен климат мәселелерін талқылады «Президент Австралия, Мексика, Чили, Нидерланды, Қазақстан, Тунис және Финляндия жастары кіретін World Summit of Students for Climate хатшылығымен"
KK-C00546,KK,train,RELEVANT,WATER_CRYO,"Экологияны жақсартатын технология Дүниежүзілік банктің болжамынша, еліміздегі таза су қоры жыл санап азайып келеді. Сарапшылардың айтуынша, сегіз жылдық мерзімде таза суға тапшылықты 15"
KK-A00291,KK,train,RELEVANT,WATER_CRYO,Орталық Азия қалалары су ресурстарын тиімсіз басқарудан зардап шегіп отыр Орталық Азия елдерінің басшылары мұздықтардың еруі мен жауын-шашынның азаюы мәселесін шеше алмайды. Бірақ ресурстарды дұрыс басқару халық саны қарқынды өсіп келе жатқан өңірдегі су дағдарысының алдын алуы мүмкін.
KK-A00213,KK,train,RELEVANT,POLICY,ЕуроОдақтың ғаламдық жылынуға байланысты құжаты қабылданды ЕуроПарламент аталған құжатты желтоқсанның 17-де мақұлдады. Одаққа мүше 27 ел құжаттағы 6 бап шарттарымен қазірдің өзінде келісті. Құжаттың аты “20+20+20” деп аталады. Яғни ЕуроОдаққа мүше елдер 2020 жылға қарай ауаға бөлінетін көмірқышқыл газын 20 пайызға азайтатын болады. Жаңаланатын энергия...
KK-A00241,KK,train,RELEVANT,WATER_CRYO,"Стамбулда азайып бара жатқан су қоры мәселесі қаралуда Стамбулда сарапшылардың ғаламдық су дағдарысы етек алуда деген дабылымен бесінші әлемдік су форумы өтіп жатыр. 130 елдің өкілдері келген бұл жиынның ашылуында сөйлеген Түркия президенті Абдулла Гүл әлемнің 6,8 млд адамы су тапшылығын көріп отыр деді. БҰҰ-ның деректеріне сүйенсек, бір миллиард..."
KK-D01128,KK,train,RELEVANT,AGRI_LAND,"Аралдағы шаруашылықтарға жем-шөп жеткізілуде Қуаңшылықтың қиындығын тартып отырған Арал ауданындағы шаруашылықтарға жем-шөп жеткізіле бастады. Күні кеше ауданға 116 тонна жоңышқа шөбі апарылса,"
KK-C01469,KK,train,RELEVANT,POLICY,"Нұр-Сұлтанда Париж келісімінің мақсаттары туралы халықаралық конференция басталды «Париж келісімінің мақсаттарына қол жеткізу жолдары және Қазақстанның көміртегі бейтараптылығы» халықаралық конференция басталды, деп хабарлайды Egemen.kz."
KK-C01262,KK,train,RELEVANT,POLICY,Қазақстанның экологиялық батыл бастамасы Елордада ел Президенті Қасым-Жомарт Тоқаевтың қатысуымен Париж келісімінде белгіленген мақсаттар мен міндеттерге қол жеткізу және климаттың өзгеруіне
KK-D01356,KK,train,RELEVANT,WATER_CRYO,"АРАЛДЫҢ БОЛАШАҒЫ АЛДА Жұма күні Алматыда БҰҰ Бас хат­шы­сының орынбасары, БҰҰ-ның Еуро­палық экономика­лық комиссиясының атқарушы хатшы­сы Ян Кубиш­тің, сон­дай-ақ БҰҰ-ның"
KK-D00920,KK,train,RELEVANT,WATER_CRYO,Жаңа Су кодексіне мұздықтарды қорғау шаралары енгізілді Су ресурстары және ирригация министрлігі Мәжіліс депутаттарымен және сарапшылармен бірлесіп
KK-A00233,KK,train,RELEVANT,SCIENCE_GEN,«Жер сағаты» акциясы 31 наурыз күні Қазақстан бүкіл әлеммен бірге «Жер сағаты-2012» деп аталатын акцияға қатысады. Cенбі күні кешкі 20:30-да миллиондаған адам бір сағатқа электр жарығын сөндіреді. Бұл шараның мақсаты - ғаламдық климаттың өзгеру проблемасына назар аударту.
KK-D02743,KK,train,RELEVANT,DISASTER,"Үндістанда мұздықтың еруінен қаза тапқандар саны 54-ке жетті Үндістанның Уттаракханд штатында мұздықтың еруінен қаза тапқандар саны 54-ке жетті, деп хабарлайды Egemen.kz"
KK-D03430,KK,train,RELEVANT,ENERGY,Халықаралық шараға Қарқаралының үлесі Биыл Қарқаралы ауданында «Жасыл экономика» тұжырымдасының аясында жел электр стансаларын салу жоспарланып отыр. Құрылғылардың құрылысы ағымдағы жылдың
KK-D02469,KK,train,RELEVANT,WATER_CRYO,Кіші Арал кемеріне келсін десек... Жуырда Парламент Мәжілісінің депутаты Мұрат Ергешбаев Үкімет басшысының орынбасары Қанат Бозымбаевқа депутаттық сауал жолдады. Кіші Аралдың ертеңіне
KK-D00541,KK,train,RELEVANT,SCIENCE_GEN,"Климаттық өзгеріс халықтың азаюына әкеледі Басылымның жазуынша, жаһандық климаттық дағдарыс салдарынан 30 жылдан кейін әлем халқы 1,2 млрд адамға азаяды. Мұн­дай шешімге Сидней Экономика"
KK-A00397,KK,train,RELEVANT,POLICY,"Ғаламдық жылымық жайлы құжат жобасын 200-дей ел құптады Ғаламдық климаттың жылынуына қарсы күрес жөніндегі келісім жобасына жұма күні әлемнің 200-ге жуық мемлекеті қол қойды. Алайда, жер бетінде ауа температурасының жылдық орташа көрсеткішінің жоғарылауына себеп болып отырған атмосфераға бөлінетін «парник газының» көлемін қысқарту жолдары жайлы ең..."
KK-A00283,KK,train,RELEVANT,POLICY,Мәскеуде Қоршаған ортаны қорғау жөніндегі бес күндік басқосу басталды. Ауаны ластайтын газ көлемін қысқарту жөніндегі Киото келісіміне қол қоюға Ресей мәжбүрленіп отыр. Жердегі климатқа тікелей әсер ететін улы газдарды көп бөлуші елдердің бұл келісімге қол қоюы шарт. Ол келісімге бұған дейін ауаны 44 пайыз көлемде ластаушы елдер қол қойған болатын. 2001-ші жылы...
KK-C00962,KK,train,RELEVANT,WATER_CRYO,Ақтауда климаттық өзгерістердің Каспий экожүйесіне ықпалы талқыланды Ақтау қаласында Каспий күніне орай ұйымдастырылған «Таза Қазақстан» экологиялық акциясы аясында «Ғаламдық климаттық өзгерістер жағдайындағы Каспий теңізі»
KK-A00052,KK,train,NOT_RELEVANT,,"Экономика бойынша Нобель сыйлығы иегерлері жарияланды Биыл экономика бойынша 50-рет берілетін Нобель сыйлығына америкалық Уильям Нордхаус пен Пол Ромер ие болды. Нобель комитеті ресми сайтының хабарлауынша, оларға сыйлық макроэкономикаға ұзақ мерзімдік талдау жасауға климаттың өзгеруі мен технологиялық инновацияны кіріктіргені үшін берілді...."
KK-A00522,KK,train,NOT_RELEVANT,,"Қазіргі Солтүстік мұзды мұхиттың орнында тұщы суы бар алып көл болған МӘСКЕУ. Осы күні мұз болып жатқан Солтүстік полюсте 55 млн. жыл бұрын тропикалық климат болып, судың беті 23 градус жылы болған көрінеді. Ол уақытта Солтүстік мұзды мұхиты алып көлге ұқсап, оның суы тұзсыз, пайдалануға жарайтын болған. 2004-інші жылы Солтүстік мұзды мұхитының түбін бұрғылау..."
KK-D00367,KK,train,RELEVANT,WATER_CRYO,"2018 жылы Солтүстік Аралды құтқару жобасының екінші кезеңі іске аса бастайды Биыл Қызылорда облысында ""Сырдария өзенінің арнасын Реттеу және Арал теңізінің солтүстік бөлігін сақтау"" (САРАТС) жобасының алғашқы 4 бөлігі іске"
