id,parallel_group,lang,source,url,date,headline,lead,llm_label_l1,llm_label_l2,human_label_l1,human_label_l2,flag_pollution,flag_uncertain,annotator_id,notes
KY-F01541,,KY,Azattyk,https://www.azattyk.org/a/26430004.html,2014-02-02,Тамак-аш адамзаттын өңү-түсүн өзгөрткөн,"Байыркы адамдардын өңү-түсүнө жана генине айлана-чөйрө жана климаттык шарттар эмес, байыркы кишилердин жеген тамак-ашы таасир эткен. Алыскы Церера эргежээл планетасында суунун буусу табылды. Ал эми биздин планетабызда былтыркы жыл 1880-жылдан берки эң ысык төртүнчү жыл болгону маалым болду.",RELEVANT,SCIENCE_GEN,NOT_RELEVANT,,,,ky_2,
KY-F00881,,KY,Azattyk,https://www.azattyk.org/a/1987294.html,2010-03-18,Дүйнөлүк банк жаштарды жолугушууга чакырат,"Дүйнөлүк банктын Кыргызстандагы кеңсеси жаштар үчүн экология жана климаттын өзгөрүшүнө арналган ачык эшик күнүн өткөрөт. Жолугушууга коомдук уюмдардын жаш өкүлдөрү, студенттер чакырылат. Иш-чарада Алматы, Астана, Ташкент, Дүйшөмбү шаарларынын жаштары менен видео талкуу өтөт. Бул тууралуу аталган...",RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,,,ky_1,Youth climate change awareness event
KY-F00346,,KY,Azattyk,https://www.azattyk.org/a/27204127.html,2015-08-23,Тянь-Шандын мөңгүсү ээрип кетеби? (1-бөлүк),Тянь-Шандын мөңгүсү ээрип кетеби? (1-бөлүк),RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,gold,IAA adjudicated gold
KY-F00271,,KY,Azattyk,https://www.azattyk.org/a/31544399.html,2021-11-03,Тышкы саясатта тең салмактуулук сакталабы?,"Кыргызстандын президенти Садыр Жапаровдун Глазгодогу климаттын өзгөрүүсүнө каршы саммитке катышты. Анын алкагында Жапаров бир катар дүйнөлүк лидер менен жолугуп, сүйлөшүүлөрдү өткөрдү.",RELEVANT,POLICY,NOT_RELEVANT,,,1,ky_1,Foreign policy analysis; summit context
KY-F01164,,KY,Azattyk,https://www.azattyk.org/a/32791378.html,2024-01-25,Дүйнөнү ысык каптады. Кыргызстан кургакчылыктын каарын тартабы?,"7 миллион калкы бар тоолуу Кыргызстан климаттык өзгөрүүлөргө, анын таасиринен пайда болгон жаңы реалдуулукка кантип ыңгайлашууда? Кыргыз бийлиги энергиянын альтернативдүү булактарын колдонууну көбөйтүү планы бардыгын, чакан ГЭСтер менен күн, шамал энергиясына басым жасарын жарыялады.",RELEVANT,ENERGY,RELEVANT,SCIENCE_GEN,,1,ky_2,"Kyrgyzstan climate adaptation, drought, energy"
KY-F00687,,KY,Azattyk,https://www.azattyk.org/a/1206666.html,2003-03-17,Суу тартыштыгы Киото конференциясында талкууланат,"Япониянын Киото шаарында суу маселесине арналган эл аралык конференция ачылды. Жыйында сууну айыл чарбасында үнөмдүү пайдалануу, аба ырайынын өзгөрүүсү жана дүйнөдөгү сууга тартыш 1 миллиард 400 миллион адамды таза суу менен камсыздоо сыяктуу проблемаларды 150-дөн көп өлкөдөн келген делегаттар...",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,ky_1,Water scarcity + climate at Kyoto conf
KY-F00307,,KY,Azattyk,https://www.azattyk.org/a/1905481.html,2009-12-16,Копенгагенде нааразылык акциясы болуп атат,"Копенгагенде жүздөгөн адамдар нааразылык акциясына чыгышты. Алар Улуттар уюмунун климаттын өгөрүшү боюнча жыйыны олуттуу бир жыйынтыкка келе албаганына нааразылык билдиришүүдө. Бийликтердин маалыматы боюнча, полиция жыйын өтүп жаткан имаратка бараткан демонстранттарды таратуу үчүн көздөн жаш...",RELEVANT,POLICY,RELEVANT,HEALTH_SOCIETY,,,ky_1,Climate summit protest Copenhagen
KY-F02279,,KY,Azattyk,https://www.azattyk.org/a/28841652.html,2017-11-08,Мөңгү мыйзамына каршы акция өкмөт уюштурган талкууда уланмай болду,"Бишкекте мөңгүлөрдү сактап калууга арналган тынч митинг аяктады. Анын уюштуруучулары эми ушундай эле акцияны жума күнү, 10-ноябрда “Парк отель” мейманканасынын алдында улантарын билдиришти. Алардын айтымында, бүгүн Ак үй алдына чыккан митингчилердин өкүлдөрү Жогорку Кеңештин Агрардык саясат,...",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ky_2,Glacier-protection rally continues
KY-R200337,,KY,Azattyk,https://www.azattyk.org/a/31560567.html,2021-11-14,Акциялар менен коштолгон COP-26 саммити аяктады,Шотландиянын Глазго шаарында БУУнун климат боюнча 26-саммити аяктады. 1-14-ноябрдагы саммиттин соңку күндөрү дүйнөдөгү кубаттуу державалар жакыр жашаган өлкөлөрдүн климаттын өзгөрүшүнө ыңгайлашуусу үчүн каражат бөлүү маселесин кызуу талкуулашты.,RELEVANT,POLICY,RELEVANT,POLICY,,,ky_2,"COP26 ends, climate adaptation finance"
KY-R200059,,KY,Azattyk,https://www.azattyk.org/a/28530660.html,2017-06-06,АКШнын Кытайдагы элчиси Дэвид Рэнк кызматтан кетти,"Ал президент Трамптын климаттык өзгөрүүлөр боюнча Париж келишиминен чыгуу тууралуу чечимине байланыштуу кызматынан баш тартканы айтылууда. Маалыматтарга ылайык, Дэвид Рэнк Бээжиндеги элчилик кызматкерлерине АКШнын Париж келишиминен чыкканы тууралуу расмий маалымат жеткирүүдөн көрө, кызматын...",RELEVANT,POLICY,RELEVANT,POLICY,,1,ky_1,Diplomat resigned over Paris withdrawal
KY-F00475,,KY,Azattyk,https://www.azattyk.org/a/27398418.html,2015-11-30,"30-ноябрь, 2015-жыл",Парижде Бириккен улуттар уюмунун экологиялык саммити башталды. Казакстандын президенти Нурсултан Назарбаев бугүн Астанада казак элине салттуу кайрылуусун жолдоду.,RELEVANT,POLICY,RELEVANT,POLICY,,1,ky_1,"Paris climate summit began, digest"
KY-R200138,,KY,Azattyk,https://www.azattyk.org/a/1608748.html,2009-04-15,Кыргызстан Арал деңизин сактап калуу боюнча эл аралык фонддун саммитине катышат,Саммитке аталган фондго мүчө өлкөлөрдүн мамлекет башчылары катышмакчы. Апрель айынын аягында Алматы шаарында өтөрү күтүлүп жаткан жыйынга Кыргызстандын президенти Курманбек Бакиев барат. Бул тууралуу “Азаттыкка” президенттик басма сөз кызматынын жетекчиси Алмаз Турдумаматов кабарлады. Ошондой...,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ky_2,Aral Sea preservation fund summit
KY-F01589,,KY,Azattyk,https://www.azattyk.org/a/1265099.html,2007-04-18,БУУнун Коопсуздук кеңеши дүйнө климатынын өзгөрүлүшүн талкуулоодо,"Коопсуздук кеңештин тарыхында бул тема алгачкы жолу каралууда. Аба-ырайынын ысышы бара-бара дүйнөнү такыр башкача кылып өзгөртүп, жер планетасынын коопсуздук жана тынчтыгына коркунуч туудурушу мүмкүн деп билдирди БУУнун баш катчысы Пан Ги Мун.",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_1,UN Security Council on climate
KY-F00209,,KY,Azattyk,https://www.azattyk.org/a/29625498.html,2018-11-28,Экоактивисттер Париж келишимине кол коюуну тездетиш үчүн петицияга кол топтоодо,"Кыргызстанда экологияны коргоо жаатында иш алып барган 19 уюм биригип, Париж келишимин ратификациялоо жараянын тездетүүнү көздөп, тиешелүү петицияга онлайн түрүндө кол топтоодо. Бул тууралуу ""Азаттыкка"" ""MoveGreen"" уюмунун өкүлү Мария Колесникова кабарлады. Экоактивист Кыргызстан Париж келишимин...",RELEVANT,POLICY,RELEVANT,POLICY,,1,ky_2,Petition to speed Paris agreement ratification
KY-F00802,,KY,Azattyk,https://www.azattyk.org/a/1261369.html,2007-02-02,Бүгүн дүйнөнүн окумуштуулары аба-ырайынын кескин ысышы тууралуу билдирүү жасайт,Алты жыл бою чогултулган эмгекте 130 өлкөнүн эки жарым миң окумуштуулары климаттын ысышы жакынкы он жылда Жер бетинде өзгөрүүлөргө алып келээрин далилдешкен. Окумуштуулар өндүрүштүк газдарды бөлүүнүн көбөйүшү глобалдык масштабда күндүн ысышына алып келе тургандыгы 90 пайызга далилденгенин айтышты.,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ky_2,scientists confirm human-caused climate warming
KY-F00449,,KY,Azattyk,https://www.azattyk.org/a/32099227.html,2022-10-27,Кыргызстан Аярлуу климат форумуна кирди,"Кыргызстан Чыгыш Европа, Кавказ жана Борбор Азия өлкөлөрүнүн ичинен биринчилерден болуп Аярлуу климаттын дүйнөлүк форумуна (Climate Vulnerable Forum) кирди. 4-октябрда чыккан бул чечим тууралуу Жаратылыш ресурстары, экология жана техникалык көзөмөл министринин орун басары Бексултан Ибраимовдун...",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_2,Kyrgyzstan joins Climate Vulnerable Forum
KY-R200255,,KY,Azattyk,https://www.azattyk.org/a/33219300.html,2024-11-28,"Ысык-Көлдө суунун деңгээли 98 жылдын ичинде 3,5 метрге азайды","Ысык-Көлдө суунун деңгээли 98 жыл аралыгында 3,5 метрге азайды. Гидрометеорология кызматынын директору Нуртемир Мурзабековдун маалыматына караганда, суунун деңгээлинин төмөндөшүнө мөңгүлөрдүн жана көлгө куйган суунун азайышы себеп болгон. ""Орто эсеп менен жыл сайын көлдүн жээги үч жарым...",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ky_2,"Issyk-Kul level dropped 3.5m, glacier melt"
KY-R00443,,KY,Azattyk,https://www.azattyk.org/a/32680352.html,2023-11-11,Жапаров Франциянын президенти менен кызматташтыкты талкуулады,"Кыргызстандын президенти Садыр Жапаров 10-ноябрда Парижде Франциянын лидери Эммануэл Макрон менен жолугуп, кызматташтыкты талкуулады. Бул тууралуу президенттин басма сөз кызматы кабарлады. ""Президент Садыр Жапаров Эммануэл Макронго Париж Форумуна, өз убагында өткөрүлүп жаткан мөңгүлөр боюнча...",RELEVANT,WATER_CRYO,NOT_RELEVANT,,,1,ky_1,Bilateral cooperation; glaciers mentioned
KY-F00267,,KY,Azattyk,https://www.azattyk.org/a/28522161.html,2017-06-01,Европа лидерлери АКШны Париж келишиминен чыкпоого чакырууда,"Президент Дональд Трамптын айтымында, АКШ глобалдык климаттын өзгөрүүсү боюнча келишимде калар-калбасы бүгүн жарыяланат. Америкалык медиа кечээ Вашингтондогу өз булактарына шилтеме жасап кабарлагандай, Трамп АКШны 2015-жылы Парижде 195 өлкө кол койгон келишимден чыгарышы мүмкүн....",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_2,Europe urges US stay in Paris agreement
KY-R200157,,KY,Azattyk,https://www.azattyk.org/a/1354691.html,2008-12-01,Польшада бүгүн климаттын өзгөрүшү боюнча БУУнун сүйлөшүүсү башталууда,Познан шаарындагы жарым айлык жыйында булганыч газдардын абага ташталышын азайтуу боюнча 2009-жылдын аягына чейин жаңы келишим түзүү маселеси такууланат.,RELEVANT,POLICY,RELEVANT,POLICY,,,ky_2,UN climate change talks Poznan
KY-F01821,,KY,Azattyk,https://www.azattyk.org/a/28520890.html,2017-05-31,ЖМК: АКШ Париж келишиминен чыкканы турат,"Президент Дональд Трамп АКШны климаттык өзгөрүүнү токтотууга багытталган Париж келишиминен чыгаруу алдында турганын Америка медиасы кабарлап чыкты. ""ABC-Ньюс"" каналы, ""Рейтер"" агенттиги өз булактарына таянып, президент Трамп аталган келишимден чыгууну чечкенин кабарлашты. “Ассошиэйтед пресс”...",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_1,US about to leave Paris agreement
KY-F01403,,KY,Azattyk,https://www.azattyk.org/a/32212217.html,2023-01-06,Изилдөө: 2100-жылы мөңгүлөрдүн 68% жоголушу мүмкүн,Глобалдык климаттык өзгөрүүнүн натыйжасында 2100-жылга карата Жер шарындагы мөңгүлөрдүн 68% жоголушу мүмкүн. Эң начар прогноздо балким 83% эрийт. Бул тууралуу Science журналында жарыяланган гляциологдордун жаңы изилдөөсүндө айтылат. Окумуштуулар жер бетиндеги 200дөн ашуун мөңгүнү изилдеп...,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ky_2,Study: 68% glaciers may vanish by 2100
KY-F01768,,KY,Azattyk,https://www.azattyk.org/a/28841909.html,2017-11-08,Мөңгү мыйзамына каршы акция өттү,"Бишкекте Ак үй алдында ""Суу кодексине"" сунушталган өзгөртүүлөргө каршы акция өттү. Ага жарандык активисттер, саясатчылар катышып, бул өзгөртүүлөрдү четке кагууга парламентти чакырышты.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ky_2,Rally against glacier mining law
KY-F01683,,KY,Azattyk,https://www.azattyk.org/a/28527390.html,2017-06-04,Блумберг Париж келишимин аткаруу боюнча коалиция түзөт,"Америкалык миллиардер Майкл Блумберг АКШнын климат боюнча Париж келишиминде калышын жактагандардын коалициясын түзөт. Учурда бул коалицияга 30 шаар, 3 штат, 100дөн ашык компания жана 80дей университет кирери кабарланууда. Коалициянын катышуучулары АКШнын климаттын өзгөрүшүнө каршы Париж...",RELEVANT,POLICY,RELEVANT,POLICY,,,gold,IAA adjudicated gold
KY-F01076,,KY,Azattyk,https://www.azattyk.org/a/30303281.html,2019-12-02,Кытай Орусиянын газын жагат,Журналисттин ишин иликтөөдө жаңы жайгдайлар ачыкка чыкканы өкмөт кризиске кептелди. Испаниянын баш калаасы Мадридде Улуттар Уюмунун климаттын өзгөрүшүнө арналган эки жумалык саммити башталды.,RELEVANT,POLICY,NOT_RELEVANT,,,1,ky_1,Gas headline; climate one digest item
KY-F01652,,KY,Azattyk,https://www.azattyk.org/a/1813794.html,2009-09-03,БУУнун башкатчысы климат боюнча чара көрүүгө чакырды,"Пан Ги Мундун айтымында, эгер дүйнө климаттагы өзгөрүүлөргө каршы күрөшүү үчүн шашылыш чара көрбөсө, “туңгуюкту көздөй багыт алат”. Ал бул тууралуу бүгүн Женевада, климаттагы өзгөрүүлөргө арналган конференцияда 150дөй өлкөнүн өкүлдөрүнө кайрылган учурунда белгиледи. БУУнун башкатчысы ага катар...",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_2,"UN chief calls climate action, Geneva conference"
KY-F01353,,KY,Azattyk,https://www.azattyk.org/a/1282154.html,2008-04-03,8:15 Бүткүл дүйнөлүк денсоолук күнү белгиленет,"Баш калаада 5-7 апрелде Бүткүл дүйөлүк денсоолук күнү белгиленет. Бишкек мэриясынын басма сөз кызматынын маалыматына караганда бул күнү “Климаттын өзгөрүшүнөн ден соолукту сактайбыз” деген ураан астында райондордо, жаңы конуштарда, мектеп окуучуларынын, студенттердин арасында чың денсоолукта...",RELEVANT,HEALTH_SOCIETY,RELEVANT,HEALTH_SOCIETY,,,ky_1,"Health Day, climate change theme"
KY-F01356,,KY,Azattyk,https://www.azattyk.org/a/1265774.html,2007-04-30,Германия канцлери Ангела Меркель АКШ жана Евробиримдик саммитине катышуу үчүн Вашингтонго жөнөдү,Бүгүн өтчү Евробиримдик менен АКШ ортосундагы жогорку деңгээлдеги сүйлөшүүлөрдө тарифтик эмес соода проблемаларын чечүү жана климаттын өзгөрүүсү менен күрөшүп жаткандарга жардам берүү өңдүү маселелер ортого салынат. Европа кеңешинин учурдагы төрагасы Ангела Меркель талкууга жалпы стандарт менен...,RELEVANT,POLICY,NOT_RELEVANT,,,1,ky_1,"Trade meeting, climate secondary"
KY-R200349,,KY,Azattyk,https://www.azattyk.org/a/27400144.html,2015-12-01,Президент Атамбаев Париждеги теракттын курмандыктарын эскерди,"Бүгүн Кыргызстандын мамлекет башчысы Алмазбек Атамбаев 13-ноябрдагы террордук кол салуунун курмандыктарын эскерип, өзүнүн жана Кыргызстан элинин атынан гулчамбар койду. Президент Атамбаев 30-ноябрда Париждеги БУУнун климаттын өзгөрүшүнө арналган конференциясына катышып, өз сөзүндө мөңгүлөрдүн...",RELEVANT,POLICY,NOT_RELEVANT,,,1,ky_2,Headline commemorates terror victims; climate secondary
KY-F02067,,KY,Azattyk,https://www.azattyk.org/a/30427888.html,2020-02-11,"Ош, Баткендеги өкмөт өкүлдөрү ПРООН менен жаңы долбоорлорду баштайт","Ош облусунда ишке кирери күтүлүп жаткан “Санариптик көндүмдөрдү өнүктүрүү” жана Баткен облусунда ишке ашуучу “Климаттын өзгөрүшүнө туруктуулукту бекемдөө” долбоорлору боюнча бүгүн тараптар журналисттерге басма сөз жыйынын өткөрүшөт. Мындан тышкары жыйында ""Орусия ПРООН” трасстык фонду каржылаган...",RELEVANT,POLICY,RELEVANT,POLICY,,1,ky_1,Climate resilience project Batken
KY-F02138,,KY,Azattyk,https://www.azattyk.org/a/25358997.html,2014-04-23,“Мөңгүлөр жөнүндө” мыйзамды өзгөртүү сунушталууда,"Мындай демилгени ЖК депутаты, КСДП фракциясынын мүчөсү Эркингүл Иманкожоева бүгүн парламентте ""Кендер тууралуу"" мыйзам долбоору каралып жатканда көтөрдү. Анын айтуусунда бул мыйзам өзгөртүлсө, Кумтөр ишканасын алтын кенин иштетүүнү ачык эмес, жер алдында жүргүзүүгө мажбур кылмак: - Учурда...",RELEVANT,WATER_CRYO,NOT_RELEVANT,,,,gold,IAA adjudicated gold
KY-F00166,,KY,Azattyk,https://www.azattyk.org/a/2128040.html,2010-08-15,Орусия башка өлкөлөргө буудай чыгарууга чек койду,"Мындай чектөө бери дегенде ушул жылдын аягына чейин сакталат дагы Орусиянын ичиндеги тамак-аштын кымбатташына жол бербөө аракетин көздөйт. Орусия буудай өскөн аймактарындагы быйылкы кургакчылыктын айынан жылына өндүргөн буудайдын төрттөн үч гана бөлүгүн алды. Орусия дүйнөдөгү буудай, сулуу, арпа...",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,1,ky_1,Wheat export ban from drought
KY-F02225,,KY,Azattyk,https://www.azattyk.org/a/31559439.html,2021-11-13,COP-26: Кыргызстандын жаштарынын атынан жалгыз делегат катышты,Глазгодо өз ишин аяктаган Бириккен Улуттар Уюмунун климаттык өзгөрүүгө байланыштуу тараптардын 26-саммитине Кыргызстандагы жаштардын атынан студенттеринин жашыл экономика үчүн коомдук бирикмесинин директору Омар Дайыров жалгыз өзү катышты. Ал саммиттеги жаштардын кайрылууларына арналган...,RELEVANT,POLICY,RELEVANT,POLICY,,,ky_1,Kyrgyz youth delegate COP26
KY-F01588,,KY,Azattyk,https://www.azattyk.org/a/1285212.html,2008-05-28,ТҮНДҮК МУЗ ОКЕАНЫНА ЭЭЛИК КЫЛУУ БОЮНЧА СҮЙЛӨШҮҮ БАШТАЛДЫ,"Элеонора Бейшенбек кызы, Прага Арктиканы бойлой жайгашкан беш мамлекет Түндүк муз океанын бөлүп алуу боюнча сүйлөшүүлөр башталды. Гренландиядагы эки күндүк жыйынга Канада, Дания, Норвегия, Орусия жана АКШнын өкүлдөрү катышып жатат. Глобалдык жылуулуктун таасири менен муздун --> http://rfe.azattyk.org/rubrics/society/ky/2008/05/20B52F3C-AD2E-4647-BAAA-43394EC07408.asp калың катмарлары ээрип, океан түбүндө жаткан мунай баштаган чийки заттардын мол байлыгына жол ачылчудай. Эми кайсы мамлекет канча үлүштөгү байлыкка ээлик кылаарын чечүү гана калды окшойт.",RELEVANT,WATER_CRYO,NOT_RELEVANT,,,1,ky_2,"Arctic oil geopolitics, ice-melt context"
KY-F00112,,KY,Azattyk,https://www.azattyk.org/a/1281098.html,2008-03-13,ЕВРОБИРИМДИКТИН САММИТИ ГЛОБАЛДЫК ТЕМАЛАРГА АРНАЛАТ,"Европа Биримдигинин лидерлери бүгүн Брюсселде 2008-жылдагы алгачкы жыйынына чогулушууда. Күн тартибинде энергетика жана айлана-чөйрөнү коргоо маселелери биринчи орунда болмокчу. Биримдик ошондой эле климаттын өзгөрүшү эң жарды өлкөлөрдөн миграциянын күчөшүнө алып келет, жана энергетика ресурстары үчүн бай өлкөлөрдүн өз арасында чатак чыгышы мүмкүн деген эскертүү жарыялашы күтүлүүдө.",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_1,EU summit climate/energy/migration
KY-F01050,,KY,Azattyk,https://www.azattyk.org/a/25131378.html,2013-10-09,"""Гринпистин"" жетекчиси Путин менен жолуккусу келет","""Гринпис"" эл аралык уюмунун жетекчиси Куми Найду президент Владимир Путин менен жолугушууну кааларын билдирди. Бир нече апта мурун айлана-чөйрөнү коргоо уюмунун 30 чакты активисти “Газпромдун” Арктикада мунай өндүрүшүнө каршы акция өткөрүп жаткан кезинде орус күч структуралары тарабынан...",RELEVANT,ENERGY,NOT_RELEVANT,,,,ky_2,
KY-F00284,,KY,Azattyk,https://www.azattyk.org/a/31346715.html,2021-07-08,Бишкекте азык-түлүк коопсуздугу талкууланат,"""Инновациялык чечимдер, жашыл экономика жана климаттын өзгөрүшүнө ыңгайлашуу аркылуу өлкөнүн азык-түлүк системасын турукташтыруу"" деп аталган Улуттук диалогдун жыйынтыктоочу жыйынын Айыл, суу чарба жана аймактарды өнүктүрүү министрлиги уюштурулууда. Анда Кыргызстандын азык-түлүк коопсуздугун...",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,,ky_1,"Food security, climate adaptation"
KY-R00141,,KY,Azattyk,https://www.azattyk.org/a/2197766.html,2010-10-22,Окумуштуулар Арктикада муздун ээриши тездегенин эскертишүүдө,"Бул тууралуу АКШдагы окумуштуулардын докладында айтылат. Баяндамага ылайык, өткөн кышта Түндүк Америкада, Европада жана Батыш Азияда кардын көп жааганына да Арктикадагы климаттын жылышы себеп болгондой.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ky_2,"Arctic ice melt accelerating, scientists warn"
KY-R00498,,KY,Azattyk,https://www.azattyk.org/a/1358856.html,2008-12-12,Бүгүн Брюсселде Европа Биримдигинин саммити өтүп жатат,Анда дүйнөдөгү экономикалык кризис жана глобалдык жылуулук проблемалары талкууланууда.,RELEVANT,POLICY,NOT_RELEVANT,,,1,ky_1,"EU summit, econ crisis + warming"
KY-00006,,KY,24.kg,https://24.kg/kyrgyzcha/212459_prezident_klimattyin_ozgorushuno_yingaylashuu_uchun_kyirgyizstanga_3nbspmilliard_kerek/,2021-11-02,Президент: Климаттын өзгөрүшүнө ыңгайлашуу үчүн Кыргызстанга $3 миллиард керек - | 24.KG,Климаттын өзгөрүшүнө ыңгайлашуу үчүн Кыргызстанга $3 миллиард керек. Бул тууралуу өлкө президенти Садыр Жапаров Шотландиянын Глазго шаарында өтүп жаткан климаттын өзгөрүшүнө арналган COP26 саммитинде 2-ноябрда сүйлөгөндө айтты.,RELEVANT,POLICY,RELEVANT,POLICY,,,ky_2,COP26 climate adaptation finance
KY-F00132,,KY,Azattyk,https://www.azattyk.org/a/33196886.html,2024-11-10,"""Талибан"" биринчи жолу БУУнун климаттык конференциясына катышат","""Талибан"" кыймылынын өкүлдөрү Ооганстандагы бийликти 2021-жылы кайра басып алгандан бери алгачкы жолу Бириккен Улуттар Уюмунун (БУУ) климаттык ири конференциясына катышканы жатат. Бул тууралуу 10-ноябрда Ооганстандын Айлана-чөйрөнү коргоо боюнча улуттук агенттиги билдирди. БУУнун климаттык...",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_2,Taliban attends UN climate conference
KY-F01511,,KY,Azattyk,https://www.azattyk.org/a/1863030.html,2009-10-28,Кыргызстанда дүйнөнүн муз аллеясы ачылышы мүмкүн,"Мындай сунушту Г.Мерцбахер атындагы “Мөңгү” коомдук фондунун жетекчиси Үрүстөм Кабылбеков бүгүн экология жана муздарды коргоого арналган тегерек үстөлдө билдирди. Анын айтымында, Кыргызстанга муз аллеясын ачуу туристтерди тартуунун жакшы жолу болуп бермек. “Бул долбоордун жардамы менен глобалдык...",RELEVANT,WATER_CRYO,NOT_RELEVANT,,,,gold,IAA adjudicated gold
KY-F00303,,KY,Azattyk,https://www.azattyk.org/a/1276587.html,2007-12-12,ЖЕР БАСЫМЫНЫН ЫСЫШЫН ТОКТОТУУ ҮЧҮН КООМ ӨЗГӨРҮШҮ ЗАРЫЛ,"Жердин абасы ысып атабы? Ысыса адам баласынын кылганынанбы? Же бул табигаттын өзүндө боло жүрчү көрүнүшпү? Анын кесепеттери катастрофага алып келеби же акырындык менен өтүп кетеби? Бириккен Улуттардын Климаттын өзгөрүшү боюнча өкмөттөр аралык комиссиясынын бир эмес, төрт отчетун жарыялагандан кийин ушуга окшогон ондогон жылдан берки бүтпөс талаштарга чекит койгондой болду.",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ky_2,explainer on human-caused warming
KY-F00626,,KY,Azattyk,https://www.azattyk.org/a/26602218.html,2014-09-23,Дүйнө лидерлери климаттын өзгөрүшүн талкуулайт,"Лидерлер бул маселени Бириккен улуттар уюмунун алкагында талкуулашат. Уюмдун баш катчысы Пан Ги Мун 120дан ашуун өлкөнүн лидерлерин климаттын өзгөрүшүнө байланыштуу жаңы чараларды көрүүгө чакырды. - Климаттын өзгөрүүсү - өтө кыйынчылык менен жетишилген тынчтыкка, бакубатчылыкка, миллиарддаган...",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_2,"World leaders discuss climate change, UN"
KY-R200368,,KY,Azattyk,https://www.azattyk.org/a/33197661.html,2024-11-11,Лейлек: Климат көчмөндөрү,“Данисте” бул жолу Баткен облусунун Ак-Терек айылынан журт которууга аргасыз болгон экологиялык мигранттар тууралуу айтып берет. 300дөй түтүн жашаган айылдын 10% чукулу талкаланган үй-жайын таштап кетүүгө мажбур болгон.,RELEVANT,HEALTH_SOCIETY,RELEVANT,HEALTH_SOCIETY,,,ky_1,Climate migrants Batken village
KY-F00700,,KY,Azattyk,https://www.azattyk.org/a/28514980.html,2017-05-29,Мэттис: Трамп Париж келишимин талкуулоо үчүн ачык,Президент Трамп климаттын өзгөрүүсү боюнча кабыл алынган Париж келишимин талкуулоого “ачык” экенин коргоо министри Жеймс Мэттис 28-майда СВS телеканалына берген маегинде айтты. 27-майда Трамп Твиттер баракчасына “Париж келишими боюнча акыркы чечимди кийинки аптада кабыл алам” – деп жазган....,RELEVANT,POLICY,RELEVANT,POLICY,,,ky_1,Trump open to Paris agreement talks
KY-F01248,,KY,Azattyk,https://www.azattyk.org/a/27397633.html,2015-11-30,Париж: Дүйнө лидерлери климаттын өзгөрүшүн талкуулайт,"Франциянын борбору Парижде Бириккен улуттар уюмунун климаттын өзгөрүүсүнө байланыштуу 21-конференциясы башталууда. Ага 150дөн ашуун мамлекеттин президент жана өкмөт башчылары катышууда. ""Азаттыктын"" кабарчысы Замира Кожобаеванын билдиришинче, катышуучу лидерлерди БУУнун баш катчысы Пан Ги Мун...",RELEVANT,POLICY,RELEVANT,POLICY,,,ky_1,Paris leaders discuss climate
KY-F01782,,KY,Azattyk,https://www.azattyk.org/a/1375270.html,2009-01-27,АКШнын климат боюнча атайын өкүлү болот,"Буш администрациясынын саясатынан дагы бир ажырымга жол салып, АКШнын Мамкатчысы климаттын өзгөрүшү боюнча атайын өкүл дайындады. Хиллари Клинтон ошондой эле айлана-чөйрөнү коргоо саясатын багыттоодо Обаманын администрациясы АКШга болгон ишенимди жана анын лидерлик ролун калыбына келтирет деп ишендирди.",RELEVANT,POLICY,RELEVANT,POLICY,,,gold,IAA adjudicated gold
KY-F01924,,KY,Azattyk,https://www.azattyk.org/a/30320194.html,2019-12-11,«Time» журналы Грета Тунбергди «Жылдын адамы» деп тапты,Америкалык «Time» журналы экологияны коргоо боюнча өспүрүм активист Грета Тунбергди «Жылдын адамы» деп тапты. Бул журналдын тарыхында анын баасын алган эң жаш адам болуп калды. «Time» журналы 16 жаштагы швециялык өспүрүмдү «Жыл адамы» деп табууда анын климаттын глобалдык өзгөрүшүнө каршы демилге...,RELEVANT,OTHER_CLIMATE,RELEVANT,HEALTH_SOCIETY,,,ky_1,"Greta person of year, activism"
