id,parallel_group,lang,source,url,date,headline,lead,llm_label_l1,llm_label_l2,human_label_l1,human_label_l2,flag_pollution,flag_uncertain,annotator_id,notes
KK-A00152,,KK,Azattyq,https://www.azattyq.org/a/kazakhstan-aral-sea-1951/29449001.html,2018-08-24,67 жыл бұрын Арал теңізінде кеме жасалғанын білесіз бе?,"Түркіменстанда Арал теңізін құтқару қоры құрылтайшыларының 12-ші саммиті өтті. 1951 жылы түсірілген, кинофотоқұжаттар мен дыбыс жазбалары орталық мемлекеттік архивінде сақталған видеода кемелердің қалай жасалатыны, қалай суға жіберілетіні түсірілген.",RELEVANT,WATER_CRYO,NOT_RELEVANT,,,,kk_2,
KK-D02753,,KK,Egemen,https://egemen.kz/article/175355-aral-maselesi-qozghaldy,2018-10-02,Арал мәселесі қозғалды,Парламент Сенатының депутаттары Мұхтар Құл-Мұхаммед және Мұрат Бақтиярұлы Брюссельде өткен «Азия-Еуропа» форумы аясында парламенттік әріптестіктің 10-шы,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,Aral issue raised at forum
KK-C00506,,KK,Egemen,https://egemen.kz/article/382001-soltustik-aralgha-16-mlrd-tekshe-metr-su-dgiberiledi,2025-02-18,"Солтүстік Аралға 1,6 млрд текше метр су жіберіледі",Былтырғы қазаннан қаңтар айына дейін Солтүстік Аралға 1 млрд текше метр су жіберілді,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,water sent to North Aral
KK-D01205,,KK,Egemen,https://egemen.kz/article/169786-aral-2018-20-kundik-ekspeditsiyasy-ayaqtaldy,2018-06-04,«Арал-2018» 20 күндік экспедициясы аяқталды,29 мамырда QazaqGeography «Қазақстандық ұлттық географиялық қоғамының» Солтүстік және Оңтүстік Арал теңізі маңындағы «Арал-2018» 20 күндік экспедициясы,RELEVANT,WATER_CRYO,NOT_RELEVANT,,,,gold,IAA adjudicated gold
KK-A00416,,KK,Azattyq,https://www.azattyq.org/a/1683428.html,2009-05-12,Мұхит проблемасына арналған конференция өтуде,120 елдің сарапшылары Индонезияда өтіп жатқан әлемдік Мұхиттар конференциясына қатысуда. Күн тәртібіндегі мәселелердің бірі-тұрақты Халықаралық форум құру. Ол форумның міндеті қоршаған ортаны қорғау істерін үйлестіру және мұхит деңгейі көтерілуінің климатқа әсерін зерттеу. Конференцияда БҰҰ-ның...,RELEVANT,WATER_CRYO,RELEVANT,POLICY,,,kk_2,Ocean conference; sea-level rise forum
KK-D00638,,KK,Egemen,https://egemen.kz/article/383104-aral-audanyn-sumen-dgabdyqtaugha-42-mlrd-tenhge-bolindi,2025-03-06,"Арал ауданын сумен жабдықтауға 4,2 млрд теңге бөлінді","Қызылорда облысының Арал ауданында сумен жабдықтау жүйесін салуға және жаңғыртуға Арнаулы мемлекеттік қордан шамамен 4,2 млрд теңге бөлу туралы шешім",RELEVANT,WATER_CRYO,NOT_RELEVANT,,,1,kk_2,Aral district water supply infrastructure funding
KK-D02688,,KK,Egemen,https://egemen.kz/article/108446-ozbekstan-aral-problemasymen-qalay-kuresude,2016-11-17,Өзбекстан Арал проблемасымен қалай күресуде?,"Бір кезде әлемдегі үлкен теңіздердің бірі болған Аралдың аумағы 50 жылдың ішінде екі есе, су көлемі 5 есе азайды. Судың тереңдігі 18 метрге төмендеді.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,Uzbekistan fights Aral shrinking
KK-A00157,,KK,Azattyq,https://www.azattyq.org/a/kazakhstan_aral_see/2055959.html,2010-05-29,Балықшылар Аралдан қайтадан балық аулай бастады,Си-Эн-Эн телеарнасында «Жер шекарасы» атты телехабар көрсетілімі жүріп жатыр. Әлемдегі биологиялық әр алуандықты қорғау тақырыбына арналған бұл хабарда дүниежүзілік ауқымда әсері бар экологиялық апат аймақтары мәселесі сөз болады. Олардың арасында Қазақстандағы Арал теңізі де бар.,RELEVANT,WATER_CRYO,NOT_RELEVANT,,,1,kk_2,Aral fishing resumes; fishing-yield frame
KK-D03053,,KK,Egemen,https://egemen.kz/article/157875-ukimette-energiya-unemdeudi-retteu-dguyesin-odan-ari-dgetildiru-maseleleri-qaral,2017-09-05,Үкіметте энергия үнемдеуді реттеу жүйесін одан әрі жетілдіру мәселелері қаралды,Қазақстанның ЖІӨ-нің энергия сыйымдылығын 2020 жылға қарай 25%-ға және 2050 жылға қарай екі еседен кем емес төмендету бойынша Мемлекет басшысының,RELEVANT,ENERGY,RELEVANT,ENERGY,,1,kk_1,"energy efficiency, cut energy intensity"
KK-C02280,,KK,Egemen,https://egemen.kz/article/325592-emomali-rakhmon-klimattynh-ozgeru-saldarymen-kuresuge-shaqyrdy,2022-10-13,Эмомали Рахмон климаттың өзгеру салдарымен күресуге шақырды,"Тәжікстан президенті Эмомали Рахмон 13 қазанда Астанада өткен Азиядағы өзара іс-қимыл және сенім шаралары жөніндегі кеңестің саммитінде сөз сөйледі, деп",RELEVANT,POLICY,RELEVANT,POLICY,,,kk_2,Rahmon calls to fight climate change
KK-A00102,,KK,Azattyq,https://www.azattyq.org/a/1167243.html,2006-08-18,Қытайда соңғы жарты ғасырда болмаған құрғақшылық болуда,"Синьхуа агенттігінің хабарлауынша, табиғат апатынан әсіресе екі айдай жаңбыр жаумаған елдің оңтүстік батысы зардап шегіп жатыр. Өзендер құрғап кеткен. Бұл құрғақшылықтан келген экономикалық шығын бір миллиард екі жүз миллионға жеткен.",RELEVANT,DISASTER,NOT_RELEVANT,,,,gold,IAA adjudicated gold
KK-A00523,,KK,Azattyq,https://www.azattyq.org/a/25112949.html,2013-09-21,Ақ үй парник газын түзуді шектейтін талап енгізбек,АҚШ үкіметі елдегі электр станцияларының атмосфераға бөлетін көмір қышқыл газ көлеміне шектеу енгізбек. Бұл туралы жұма күні АҚШ-тың қоршаған ортаны қорғау агенттігінің басшысы Джина Маккарти мәлімдеді. Ақ үй ұсынған ғаламдық жылыну проблемасымен күрес бағдарламасында жаңадан салынатын...,RELEVANT,ENERGY,RELEVANT,POLICY,,1,kk_2,US regulation limiting power-plant CO2
KK-C01724,,KK,Egemen,https://egemen.kz/article/245322-muzdyqtar-munhy,2020-08-14,Мұздықтар «мұңы»,Қазіргі таңда әлемдегі өзекті мәселелердің бірі – климаттың өз­геруі себебінен мәңгілікке мыз­ғымастай көрінетін мұз­дық­тардың еруі. Бұдан келе­тін,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,glaciers melting from climate change
KK-D03107,,KK,Egemen,https://egemen.kz/article/258567-prezidenttinh-klimattyq-ambitsiyalar-turaly-sammittindegi-beyne-undeui-dgariyala,2020-12-13,Президенттің климаттық амбициялар туралы Саммиттіндегі бейне үндеуі жарияланды,"Президенттің климаттық амбициялар туралы Саммиттіндегі бейне үндеуі жарияланды, деп хабарлайды Egemen.kz Ақорданың баспасөз қызметіне сілтеме жасап.",RELEVANT,POLICY,RELEVANT,POLICY,,,kk_1,president at Climate Ambition Summit
KK-D03740,,KK,Egemen,https://egemen.kz/article/317097-eqyu-parlamenttik-assambleyasynda-aral-tenhizininh-problemalary-talqylandy,2022-07-04,ЕҚЫҰ Парламенттік Ассамблеясында Арал теңізінің проблемалары талқыланды,Бирмингем қаласында (Ұлыбритания) Еуропадағы Қауіпсіздік және Ынтымақтастық Ұйымы Парламенттік Ассамблеясының жазғы сессиясы өз жұмысын бастады. Оған,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,Aral problems at OSCE assembly
KK-A00453,,KK,Azattyq,https://www.azattyq.org/a/1165791.html,2006-06-19,Норвегия не себептен “ақыр заманның қоймасын” салуға кірісті?,ОСЛО. Бүгін Норвегияда жер бетіндегі барлық дәнді дақылдың үлгілерін экологиялық апаттан немесе ядролық соғыстан жақсы қорғайтын ерекше қойманың құрылысы басталды. “Ақыр заманның қоймасы” деп аталған құрылыс Солтүстік полюстен 1 мың шақырым қашықтықта орналасқан арктикалық Шпицберген аралындағы...,RELEVANT,AGRI_LAND,NOT_RELEVANT,,,1,kk_1,"seed vault vs generic catastrophe, no climate frame"
KK-C00244,,KK,Egemen,https://egemen.kz/article/293368-zhayyqtynh-ekologiyalyq-dgaghdayy-dgaqsara-ma,2021-10-19,Жайықтың экологиялық жағдайы жақсара ма?,Соңғы жылдары Жайық (Орал) өзені суының азаюына байланысты жағдай ерекше алаңдаушылық тудырып отыр. Өткен ғасырдың 70-жылдарынан бастап Жайық өзеніндегі,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,gold,IAA adjudicated gold
KK-D02917,,KK,Egemen,https://egemen.kz/article/355938-araldy-qutqaru-qory-atqarushy-komitetininh-toraghasy-taghayyndaldy,2024-01-11,Аралды құтқару қоры Атқарушы комитетінің төрағасы тағайындалды,"Президент Қасым-Жомарт Тоқаев Аралды құтқару қоры Атқарушы комитетінің төрағасын тағайындады, деп жазады Egemen.kz.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,kk_2,Aral fund committee chair appointed
KK-D01362,,KK,Egemen,https://egemen.kz/article/265816-onhirdegi-ozekti-masele-transshekaralyq-su-resurstary,2021-02-18,Өңірдегі өзекті мәселе: Трансшекаралық су ресурстары,Су – планета мен адамзат өміріндегі ең құнды ресурс. Орталық Азия үшін бұл ресурсты өңірді біртұтас жүйе ретінде қалыптастыратын маңызды,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Transboundary water resources regional issue
KK-A00386,,KK,Azattyq,https://www.azattyq.org/a/2113104.html,2010-07-29,ЕҚЫҰ-ның Тұрақты кеңесінде Арал проблемасы көтерілді,Аралды құтқару халықаралық қорының атқарушы директоры Сағит Ибатуллин Орталық Азия мемлекеттерін Арал теңізі бассейніне төніп тұрған экологиялық қауіппен бірге күресуге шақырды. Ибатуллин бүгін Вена қаласында ЕҚЫҰ-ның Тұрақты кеңесінде сөз сөйледі. Қор төрағасы Орталық Азиядағы Арал...,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,"Aral basin ecological threat, OSCE"
KK-A00071,,KK,Azattyq,https://www.azattyq.org/a/1173483.html,2007-05-29,Германия “Үлкен сегіздік” лидерлерінің саммиті қарсаңында қауіпсіздікті нығайтуда,ГАМБУРГ: Кеше Германияның Гамбург қаласында 2 күндік Азия-Еуропа кездесуі басталды. Азия елдерінің сыртқы істер министрлері мен Еуроодақтың өкілдері ғаламдық атмосфераның жылынуы проблемасын талқылайды. Осы күні Гамбургте ғаламдандыруға қарсы ұйымдардың 4 мыңдай белсендісі наразылық шеруін...,RELEVANT,POLICY,RELEVANT,POLICY,,1,kk_1,summit discussing global warming
KK-A00273,,KK,Azattyq,https://www.azattyq.org/a/28510360.html,2017-05-26,"Сицилияда ""Үлкен жетілік"" елдерінің саммиті басталады","Бүгін Италияның Сицилия аралындағы Таормина қаласында ""Үлкен жетілік"" елдерінің екі күндік саммиті басталады. Саммитке АҚШ президенті Дональд Трамп қатысады. Саммитте оған қатысатын өзге елдердің басшылары Трамптан оның сауда және климаттың өзгеруіне қатысты ұстанымын сұрайды деп болжанып...",RELEVANT,POLICY,NOT_RELEVANT,,,,kk_2,
KK-D03485,,KK,Egemen,https://egemen.kz/article/394257-sholdegi-kemeler-aral-tenhizi-apaty-turaly-shynayy-esseler-dginaghy,2025-08-29,«Шөлдегі кемелер»: Арал теңізі апаты туралы шынайы эсселер жинағы,"Көшпелі өмір салтымен әлемге танымал халқымыз үшін “теңіз” сөзі – шексіздік, кеңістік және терең білімнің символы болған. Тіпті көне жырларда «теңіздей",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,kk_1,Aral disaster essay collection
KK-D03030,,KK,Egemen,https://egemen.kz/article/254098-qazaqstan-men-resey-transshekaralyq-ozenderdi-birlesip-paydalanady,2020-10-29,Қазақстан мен Ресей трансшекаралық өзендерді бірлесіп пайдаланады,"Халықты және экономика салаларын сумен қамту, ластануың алдын алу, трансшекаралық өзендер суының таусылуы және тағы басқа мәселелер Новосибирск қаласында",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,"Kazakhstan-Russia transboundary rivers, depletion"
KK-C02279,,KK,Egemen,https://egemen.kz/article/290258-sarapshylar-enh-nashar-ekologiyalyq-stsenariy-qazirdinh-ozinde-oryn-aluda,2021-09-23,Сарапшылар: Ең нашар экологиялық сценарий қазірдің өзінде орын алуда,"Сарапшылар климаттық өзгерістердің теріс салдары – болашақтың мәселесі емес, бұл біздің бүгінгі күніміз деген пікірде. Температураның көтерілуі, апатты",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,kk_1,experts: worst climate scenario now
KK-A00250,,KK,Azattyq,https://www.azattyq.org/a/1854212.html,2009-10-17,Мальдив үкіметі су астында жиын өткізді,Үнді мұхитындағы аралдық мемлекет Мальдив республикасының үкіметі өзінің отырысын су астында өткізді. Олардың жарты сағатқа созылған отырысы ғаламдық жылынуға әлемнің назарын аудару болды. Ғаламдық жылыну проблемасынан туындаған мұхит деңгейінің көтерілуі алдағы 100 жылда бұл мемлекетке...,RELEVANT,WATER_CRYO,RELEVANT,SCIENCE_GEN,,,kk_1,"Maldives underwater cabinet, awareness"
KK-D00976,,KK,Egemen,https://egemen.kz/article/331174-qazaqstan-men-ozbekstan-senatorlary-aral-problemasyn-talqylady,2022-12-21,Қазақстан мен Өзбекстан сенаторлары Арал проблемасын талқылады,Қазақстан Парламенті Сенатының Спикері Мәулен Әшімбаев Өзбекстан Олий Мажлисі Сенатының Төрайымы Танзила Нарбаевамен бірге екі елдің Сенаттары арасындағы,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Senators discuss Aral problem
KK-A00388,,KK,Azattyq,https://www.azattyq.org/a/1147324.html,2003-07-22,"Соңғы күндері тұрған аптап ыстықтан Еуропада жаппай өрт шығуда. Кейбір жерде өрт ыстық пен құрғақшылықтан шығып жатса, басқа жерлерде қасақана от қойған жайттар бар.","БАТЫС ЕУРОПА: Соңғы күндері тұрған аптап ыстықтан Еуропада жаппай өрт шығуда. Кейбір жерде өрт ыстық пен құрғақшылықтан шығып жатса, басқа жерлерде қасақана от қойған жайттар бар. Корсика аралында от жалыны 2 мың гектардан асатын орман алқабын жайпап үлгеріп, өрт Жерорта теңізіндегі осы аралды...",RELEVANT,DISASTER,RELEVANT,DISASTER,,,kk_2,Europe heatwave causing mass wildfires
KK-C00672,,KK,Egemen,https://egemen.kz/article/377798-klimattynh-ozgerisi-alemdi-alanhdatady,2024-12-07,Климаттың өзгерісі әлемді алаңдатады,1990–2022 жылдардағы Монреаль хаттамасымен рет­тел­мейтін парниктік газдардың көздері мен сіңіргіштер абсорбцияларынан болған антропогендік,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,kk_2,Greenhouse gas emissions data
KK-C00830,,KK,Egemen,https://egemen.kz/article/288828-grekiya-klimat-maselesin-qolgha-aldy,2021-09-14,Грекия климат мәселесін қолға алды,Грекия үкіметі жаздың аптап ыстығынан кейін климаттың өзгеруін қадағалайтын арнайы министрлік құрылатынын мәлімдеді.,RELEVANT,POLICY,RELEVANT,POLICY,,,kk_2,Greece creates climate change ministry
KK-A00464,,KK,Azattyq,https://www.azattyq.org/a/1169353.html,2006-11-16,Орталық Азия аймағында қуаңшылық пен шөлейттенуге қарсы халықаралық бағдарлама жүзеге аспақшы,"2007-ші жылдан бастап іске асқалы отырған осы халықаралық бағдарламаға сәйкес алдағы 10 жылда Орталық Азияның Қазақстан, Қырғызстан , Өзбекстан, Түркіменстан және Тәжікстан секілді елдеріндегі шөлейттенген, яғни адам өмір сүруге қолайсыз деп танылған жерлердің құнарлығын халықаралық ұйымдардың көмегімен арттыру шарасы жүзеге асырылғалы отыр.",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,,kk_1,drought/desertification program Central Asia
KK-A00081,,KK,Azattyq,https://www.azattyq.org/a/28601190.html,2017-07-07,Гамбургте G20 басшыларының келіссөзі басталмақ,"Гамбургте ""Үлкен жиырмалық"" (G20) елдері басшыларының жиыны басталғалы жатыр. Мемлекет басшылары мен АҚШ президенті Дональд Трамп арасында климат өзгеруі мен сауда жайы талқыланбақ. Трамп осы жиын кезінде алғаш рет Ресей президенті Владимир Путинмен кездеспек. Трамп Қытай басшысы Си...",RELEVANT,POLICY,NOT_RELEVANT,,,,gold,IAA adjudicated gold
KK-D01494,,KK,Egemen,https://egemen.kz/article/372524-khalyqaralyq-araldy-qutqaru-qory-atqaru-komitetininh-dgumys-dgospary-bekitildi,2024-09-18,Халықаралық Аралды құтқару қоры Атқару комитетінің жұмыс жоспары бекітілді,"Астанада Тәжікстан, Түрікменстан, Өзбекстан және бақылаушы ел ретінде қатысып отырған Қырғызстан делегацияларының қатысуымен Халықаралық Аралды құтқару",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,Aral fund work plan
KK-A00401,,KK,Azattyq,https://www.azattyq.org/a/28841721.html,2017-11-08,"Бішкекте белсенділер үкіметті ""мұздықтарды сақтауға"" шақырды",Бішкекте сәрсенбіде үкімет үйі алдында белсенділер Су кодексіне Құмтөр кенішіндегі мұздықтарды көшіруге рұқсат беретіндей түзету енгізуге қарсылық акциясын өткізді. Акцияға қатысқан азаматтық белсенділер мен саясаткерлер Қырғызстан парламентін аталған заң жобасын қабылдамауға шақырды. Олардың...,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,kk_2,Activists demand glacier protection from mining
KK-00012,,KK,Egemen,https://egemen.kz/article/411085-deepbas-qurghaqshylyqqa-qarsy-dganha-tekhnologiya-engiziledi,2026-04-15,DeepBas: Құрғақшылыққа қарсы жаңа технология енгізіледі,Су ресурстары және ирригация министрі Нұржан Нұржігітов Қазақстан Республикасы Президентінің жанындағы Ұлттық ғылым академиясының президенті Ақылбек…,RELEVANT,DISASTER,RELEVANT,WATER_CRYO,,1,kk_2,Anti-drought water technology
KK-A00230,,KK,Azattyq,https://www.azattyq.org/a/world-afghanistan-drought/29289061.html,2018-06-13,Көшпенді ауғандар босып кетті,Мыңдаған ауғанстандық елдің батысындағы құрғақшылықтан босып кетті (Азаттықтың Ауған қызметі түсірген видео).,RELEVANT,AGRI_LAND,NOT_RELEVANT,,,,gold,IAA adjudicated gold
KK-A00462,,KK,Azattyq,https://www.azattyq.org/a/31060796.html,2021-01-21,Байден қызметіне кірісе сала Трамптың бірқатар шешімдерінің күшін жойды,"20 қаңтарда Вашингтондағы Капитолий сарайында ант беріп, президент қызметіне кіріскен Джо Байден салтанатты рәсімнен соң бұрынғы президент Дональд Трамптың бірқатар шешімдерінің күшін жойды. Атап айтқанда, президент АҚШ-ты климат жөніндегі Париж келісіміне қайта қосып, АҚШ-тың Дүниежүзілік...",RELEVANT,POLICY,NOT_RELEVANT,,,1,kk_2,Biden reversals; Paris rejoin not foregrounded
KK-C00338,,KK,Egemen,https://egemen.kz/article/377350-samuryq-qazyna-men-sany-renewable-energy-arnayy-ekonomikalyq-aymaqtaghy-zauyttyn,2024-11-30,«Самұрық-Қазына» мен «SANY Renewable Energy» арнайы экономикалық аймақтағы зауыттың іргетасын қалады,Шу қаласында орналасқан «Жібек жолы» арнайы экономикалық-индустриялық аймағында алдағы жылдары ондаған жоба жүзеге асырылады. Солардың бірін,RELEVANT,ENERGY,RELEVANT,ENERGY,,,gold,IAA adjudicated gold
KK-A00194,,KK,Azattyq,https://www.azattyq.org/a/1156041.html,2004-12-14,Жел қуатын энергия көзі ретінде пайдалану жобасын Қазақстан бастап кетті,Қазақстанның кең жазира даласы мен көгінен төгілер шұғылалы күн сәулесі бұл елде осы табиғи құбылыстарға негізделген қуат көздерін өндіруге мол мүмкіндіктердің бар екендігіне мегзеп отыр. Осы орайда Қазастан өткен жылы елдің оңтүстік-шығысындағы Алматы облысында күн көзінен қуат алу бағдарламасын бастап кеткен болатын. Бұл бағдарламаны бастапқы кезде құрған БҰҰ жанындағы Даму бағдарламасы және Канаданың халықаралық даму агенттігі еді. Қазіргі таңда Орта Азияның біраз елдерінде жел энергиясын өндіру ісі өз бастауын тапқан.,RELEVANT,ENERGY,RELEVANT,ENERGY,,,kk_1,wind/solar renewable energy project
KK-C01359,,KK,Egemen,https://egemen.kz/article/364528-zhoghary-bilim-baghdarlamalary-klimattyq-ozgerister,2024-05-19,Жоғары білім бағдарламалары: Климаттық өзгерістер,Абай атындағы Қазақ ұлттық педагогикалық университетінде «Климат өзгерісі бойынша білім берудің болашағы: педагогтар мен стейкхолдерлер арасында синергия,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,1,kk_1,climate change education program
KK-A00069,,KK,Azattyq,https://www.azattyq.org/a/1175230.html,2007-08-18,Боснияда азық-түлік тапшылығы орын алуы ықтимал,"Өйткені мұндағы астық қоры екі аптаның ішінде таусылуы мүмкін дейді сарапшылар. Жазғы құрғақшылық астықтың 40 процентін жойып жіберді деген диқандар мен ұн өндірушілер сырттан бидай сатып алудың қажеттігін алға тартып отыр. Боснияның сауда палатасы үкімет Хорватия, Сербиямен астық сатып алу...",RELEVANT,AGRI_LAND,NOT_RELEVANT,,,,gold,IAA adjudicated gold
KK-C00525,,KK,Egemen,https://egemen.kz/article/379680-aral-tenhizindegi-su-kolemi-artty,2025-01-13,Арал теңізіндегі су көлемі артты,Арал теңізінің солтүстік бөлігіндегі су көлемі артты. Бұл туралы Су ресурстары және ирригация министрлігінің баспасөз қызметі хабарлады,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Aral Sea water volume increased
KK-C00502,,KK,Egemen,https://egemen.kz/article/285773-transshekaralyq-ozender-maselesi-talqylandy,2021-08-20,Трансшекаралық өзендер мәселесі талқыланды,"Кеше Нұр-Сұлтан қаласында Қазақстан Республикасының Экология, геология және табиғи ресурстар министрі Мағзұм Мырзағалиев Ресей Федерациясының Табиғи",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,transboundary rivers discussed
KK-D01502,,KK,Egemen,https://egemen.kz/article/97432-astana-zher-saghaty-duniedguzilik-ekologiyalyq-aktsiyasyna-qatysty,2016-03-20,Астана «Жер сағаты» дүниежүзілік экологиялық акциясына қатысты,АСТАНА. 20 наурыз. Кеше Астана қаласы «Жер сағаты» халықаралық акциясына қатысты. Әлем бойынша миллиардтаған адам планетамыздың болашағына немқұрайлы,RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,,1,kk_2,Astana Earth Hour; climate not explicit
KK-00008,,KK,Egemen,https://egemen.kz/article/411563-26-nauryz-–-aral-tenhizi-amudariya-dgane-syrdariyanynh-khalyqaralyq-kuni-bolyp,2026-04-22,"26 наурыз – Арал теңізі, Әмудария және Сырдарияның халықаралық күні болып бекітілді","Астанада өткен Халықаралық Аралды құтқару қоры құрылтайшы мемлекеттер басшыларының саммиті қорытындысы бойынша 26 наурыз Арал теңізі, сондай-ақ Әмудария мен…",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,kk_1,"int'l day for Aral, rivers"
KK-C01206,,KK,Egemen,https://egemen.kz/article/290031-zhayyq-tayazdanyp-araldar-payda-bola-bastady,2021-09-22,"Жайық таязданып, аралдар пайда бола бастады","Экология, геология және табиғи ресурстар министрлігі Жайық өзені таяздығы және Атырау маңында аралдар пайда болуының негізгі себептерін атады, деп",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,"Ural river shallowing, islands appearing"
KK-00563,,KK,Azattyq,https://www.azattyq.org/a/europanyn-ush-elinde-qatty-ystyqtyn-saldarynan-adam-olimi-zhiiledi/33796569.html,2026-07-04,Еуропаның үш елінде қатты ыстықтың салдарынан адам өлімі жиіледі,"Франция, Нидерланды және Бельгияда маусымдағы аптап ыстық кезінде 3700 қосымша өлім тіркеді. Билік бұл көрсеткіш артуы мүмкін екенін мәлімдеді деп жазды Reuters. Қосымша өлім – бұл белгілі бір кезеңде әдетте тіркелетін өлім санынан артық тіркелген өлім көрсеткіші. Францияда 2025 қосымша өлім тіркелген – әсіресе 45 жастан асқандар арасында өлім-жітім жиілеген. Бельгияның денсаулық сақтау министрлігі 18-29 маусым аралығында 1200 қосымша өлім тіркелген. Ал Нидерландыда бұл көрсеткіш шамамен...",RELEVANT,DISASTER,RELEVANT,HEALTH_SOCIETY,,1,kk_2,Heatwave excess deaths in Europe
KK-C00484,,KK,Egemen,https://egemen.kz/article/301877-aral-tenhizininh-qurghap-qalghan-aymaghy-ormangha-aynalady,2022-01-21,Арал теңізінің құрғап қалған аймағы орманға айналады,"Мұндай жоба Өзбекстан Республикасының орман шаруашылығы жүйесін 2030 жылға дейін дамыту тұжырымдамасына сәйкес әзірленген қаулы аясында іске асады, деп",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,Aral dried area afforestation
KK-A00130,,KK,Azattyq,https://www.azattyq.org/a/keiingi-70-zhylda-qyrgyzstanda-muzdyqtar-16-azaigan/33374405.html,2025-04-05,Кейінгі 70 жылда Қырғызстандағы мұздықтар 16% азайған,"Қырғызстан президенті Садыр Жапаров кейінгі 70 жылда елдегі мұздықтардың аумағы 16 пайызға азайғанын мәлімдеді, 2100 жылға қарай олардың жартысы жоғалуы мүмкін. 4 сәуірде Самарқанда (Өзбекстан) өткен «Орталық Азия жаһандық климаттық қауіп-қатерлерге қарсы: ортақ гүлдену үшін ынтымақтастық» атты...",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_1,Kyrgyz glaciers shrank 16%
KK-D03062,,KK,Egemen,https://egemen.kz/article/280422-kanadada-aptap-ystyqtan-ormandar-ortenip-dgatyr,2021-07-02,Канадада аптап ыстықтан ормандар өртеніп жатыр,"Канадада аптап ыстық салдарынан ормандар өртеніп жатыр, деп хабарлайды Egemen.kz trt.net.tr сайтына сілтеме жасап.",RELEVANT,DISASTER,RELEVANT,DISASTER,,,kk_1,heatwave wildfires Canada
KK-00899,,KK,Egemen,https://egemen.kz/article/411537-iri-energetikalyq-nysandardan-taraytyn-ziyandy-shygharyndylar-35-payyzgha-azayad,2026-04-22,Ірі энергетикалық нысандардан тарайтын зиянды шығарындылар 35 пайызға азаяды,Астанада өтіп жатқан Өңірлік экологиялық саммиттің пленарлық отырысында Президент Қасым-Жомарт Тоқаев,RELEVANT,ENERGY,RELEVANT,ENERGY,,,kk_2,Energy facility emissions to drop 35%
KK-A00169,,KK,Azattyq,https://www.azattyq.org/a/28740102.html,2017-09-17,Ақ үй: Трамп ғаламдық климат келісімінен шығудан айныған жоқ,"АҚШ президенті Дональд Трамптың ғаламдық климат жөніндегі Париж келісімінен шығу туралы ниетінен айнығанын Ақ үй жоққа шығарды деп хабарлады The Hill басылымы. Америка президентінің әкімшілігі Париж келісімі бойынша ресми Вашингтонның ұстанымы өзгермейді деп мәлімдеген. ""Егер елімізге...",RELEVANT,POLICY,RELEVANT,POLICY,,,gold,IAA adjudicated gold
KK-C02133,,KK,Egemen,https://egemen.kz/article/323685-qazaqstan-men-ddu-araldy-qutqaru-maqsatynda-kush-biriktiredi,2022-09-21,Қазақстан мен ДДҰ Аралды құтқару мақсатында күш біріктіреді,"Парламент Сенаты Төрағасының орынбасары Ольга Перепечина ДДҰ Еуропалық өңірлік бюросының директоры Ханс Клугемен кездесу өткізді, деп хабарлайды Egemen.kz.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,kk_2,Kazakhstan-WHO join to save Aral
