id,parallel_group,lang,source,url,date,headline,lead,llm_label_l1,llm_label_l2,human_label_l1,human_label_l2,flag_pollution,flag_uncertain,annotator_id,notes
RU-D01965,,RU,Tengrinews,https://tengrinews.kz/world_news/izmenenie-klimata-ugrojaet-100-millionam-v-afrike-oon-451674/,2021-10-20,Изменение климата угрожает более 100 миллионам человек в Африке - ООН: 20 октября 2021 12:34 - новости на Tengrinews.kz,Tengrinews.kz ▶ Изменение климата угрожает более 100 миллионам человек в Африке - ООН: 20 октября 2021 12:34 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,HEALTH_SOCIETY,RELEVANT,HEALTH_SOCIETY,,,ru_1,climate threatens millions Africa
RU-D04808,,RU,Sputnik,https://sputnik.kg/20220727/kajra-zharaluuchu-ehnergiya-tarif-1066357560.html,,Кайра жаралуучу энергия боюнча тарифтерде кандай кемчилик бар? Адистин пикири,"Адистер ""Энергиянын кайра жаралуучу булактары жөнүндө"" жаңы мыйзам инвесторлорду оолактатат деп эсептейт.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,renewable energy tariffs law
RU-D04162,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/tehnika-protiv-zasuhi-v-turkestane-proizvodyat-dojdevalnyie-575755/,2025-07-21,Техника против засухи: как в Туркестане производят дождевальные машины,"В этом выпуске мы отправились в Туркестан, где в индустриальном парке на предприятии BNK Group производят машины, которые каждый день экономят тонны воды и помогают фермерам собирать больше урожая.",RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,1,ru_2,irrigation machines against drought
RU-D03850,,RU,Tengrinews,https://tengrinews.kz/other/shestero-alpinistov-pogibli-iz-za-obrusheniya-lednika-gorah-472324/,2022-07-03,Шестеро альпинистов погибли из-за обрушения ледника в горах Италии: 03 июля 2022 23:37 - новости на Tengrinews.kz,Tengrinews.kz ▶ Шестеро альпинистов погибли из-за обрушения ледника в горах Италии: 03 июля 2022 23:37 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,DISASTER,RELEVANT,DISASTER,,1,ru_2,glacier collapse killed climbers Italy
RU-C00454,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/66233-klimatologi-priznalis-v-unichtozhenii-dannyx-po.html/,2009-12-01,"Климатологи признались в уничтожении данных по глобальному потеплению, рассказывает","Климатологи признались в уничтожении данных по глобальному потеплению, рассказываетThe Times (Великобритания). Администрация университета Восточной Англии призналась в том, что избавлялась о",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_2,global warming data (Climategate)
RU-00012,,RU,24.kg,https://24.kg/archive/ru/community/172125-urustam-kabylbekov-spasat-ledniki-v-kyrgyzstane.html/,2014-02-14,Урустам Кабылбеков: Спасать ледники в Кыргызстане требует само время,"Урустам Кабылбеков: Спасать ледники в Кыргызстане требует само время«Спасать ледники в Кыргызстане требует само время», - заявил сегодня на пресс-конференции президент общественн",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,saving glaciers
RU-D02178,,RU,Tengrinews,https://tengrinews.kz/science/planetu-zdet-klimaticeskii-ad-v-2017-godu-314896/,2017-03-27,Планету ждет климатический ад в 2017 году: 27 марта 2017 20:34 - новости на Tengrinews.kz,Tengrinews.kz ▶ Планету ждет климатический ад в 2017 году: 27 марта 2017 20:34 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_2,climate hell projection 2017
RU-D03007,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/balhash-idet-po-stopam-arala-ekologi-443016/,2021-07-13,Балхаш идет по стопам Арала - экологи: 13 июля 2021 13:47 - новости на Tengrinews.kz,Tengrinews.kz ▶ Балхаш идет по стопам Арала - экологи: 13 июля 2021 13:47 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,Balkhash following Aral drying
RU-D05719,,RU,Kaktus,https://kaktus.media/doc/367181_na_parlament_kyrgyzstana_podali_v_syd_iz_za_lednikov_lysyy_i_davydov.html,2017-12-07,На парламент Кыргызстана подали в суд из-за ледников Лысый и Давыдов,"Атамбаев подписал Закон Кыргызской Республики ""О внесении изменений в Водный Кодекс Кыргызской Республики"" 23 ноября.",RELEVANT,WATER_CRYO,RELEVANT,POLICY,,1,ru_1,lawsuit over glacier Water Code law
RU-D02240,,RU,Tengrinews,https://tengrinews.kz/science/globalnoe-poteplenie-prevraschaet-tsentralnuyu-aziyu-471600/,2022-06-23,Глобальное потепление превращает Центральную Азию в пустыню - ученые: 23 июня 2022 12:56 - новости на Tengrinews.kz,Tengrinews.kz ▶ Глобальное потепление превращает Центральную Азию в пустыню - ученые: 23 июня 2022 12:56 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,,gold,IAA adjudicated gold
RU-00010,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/177254-prognozy-klimatologov-ni-vody-ni-edy-pishet.html/,2014-04-21,"Прогнозы климатологов: ни воды, ни еды, пишет","Прогнозы климатологов: ни воды, ни еды, пишет«Караван» (Казахстан). 83 процента казахстанцев чувствуют изменения климата в стране, и почти половина обеспокоены этим - таковы данн",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_1,"climatologist forecasts, water/food scarcity"
RU-C00644,,RU,24.kg,https://24.kg/archive/ru/biznes-info/110515-beeline-podderzhal-yekologicheskij-festival.html/,2011-10-03,Beeline поддержал экологический фестиваль «350»,"Beeline поддержал экологический фестиваль «350»Компания Sky Mobile (торговая марка Beeline) выступила партнером фестиваля «350», посвященного проблемам экологии.В рам",RELEVANT,OTHER_CLIMATE,RELEVANT,HEALTH_SOCIETY,,1,ru_1,350 climate festival
RU-D01959,,RU,Kaktus,https://kaktus.media/doc/510945_iz_za_nezakonno_postroennoy_dorogi_razrysheny_ledniki._vozbyjdeno_ygolovnoe_delo.html,2024-10-10,Из-за незаконно построенной дороги разрушены ледники. Возбуждено уголовное дело,"Генпрокуратура возбудила уголовное дело по незаконному строительству дороги в Алайском районе, в результате которого были разрушены ледники.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,ru_2,"glaciers destroyed, criminal case"
RU-D05663,,RU,Kaktus,https://kaktus.media/doc/366263_ledniki_davydova_i_lysyy_bydyt_osvaivatsia._jogorky_kenesh_odobril.html,2017-11-16,Ледники Давыдова и Лысый будут осваиваться. Жогорку Кенеш одобрил,"Поправка была необходима для того, чтобы Госагентство охраны окружающей среды и лесного хозяйства разрешило работы на ледниках Кумтору.",RELEVANT,WATER_CRYO,NOT_RELEVANT,,,,gold,IAA adjudicated gold
RU-D05552,,RU,Kaktus,https://kaktus.media/doc/463439_a_on_govoril_press_sekretar_prezidenta_napomnil_kak_vopros_taianiia_lednikov_vajen_miry.html,2022-07-12,"А он говорил! Пресс-секретарь президента напомнил, как вопрос таяния ледников важен миру","Самое время вспомнить, что говорил Садыр Жапаров о таяниях ледников, после большого обрушения ледника Джууку. Так, по крайней мере, решил пресс-секретарь президента Эрбол Султанбаев. Подробнее:",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,"glacier melting, Djuuku collapse"
RU-D05049,,RU,Kaktus,https://kaktus.media/doc/328882_pochemy_nam_nyjno_obratit_vnimanie_na_klimaticheskyu_konferenciu_v_parije.html,2015-11-30,Почему нам нужно обратить внимание на климатическую конференцию в Париже,"Потому что там выступит президент АтамбаевСегодня, 30 ноября, в Париже откроется климатическая конференция ООН.",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,Paris climate conference COP21
RU-00088,,RU,Daryo.uz,https://daryo.uz/ru/2026/05/04/uzbekistan-dolya-zelenaya-energiya-54-procent-2030/,2026-05-04,К 2030 году Узбекистан планирует довести долю «зеленой» энергии до 54%,"На 59-м ежегодном заседании Совета управляющих Азиатского банка развития, которое проходит в Самарканде, Шавкат Мирзиёев отметил, что конкурентоспособными на глобальном рынке смогут оставаться только те страны, которые предлагают инвесторам дешевую, надежную и «зеленую» энергию.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,green energy share to 54% by 2030
RU-D04426,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/sovet-uluchsheniyu-investklimata-rassmotrel-voprosyi-440755/,2021-06-18,Совет по улучшению инвестклимата рассмотрел вопросы развития альтернативной энергетики: 18 июня 2021 17:35 - новости на Tengrinews.kz,Tengrinews.kz ▶ Совет по улучшению инвестклимата рассмотрел вопросы развития альтернативной энергетики: 18 июня 2021 17:35 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_2,alternative energy development
RU-C00269,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/68765-usama-ben-laden-obvinyaet-v-izmeneniyax-klimata.html/,2010-02-03,"Усама бен Ладен обвиняет в изменениях климата США и доллар, пишет","Усама бен Ладен обвиняет в изменениях климата США и доллар, пишетLa Stampa (Италия). В новом аудиопослании шейх террора обвиняет Соединенные Штаты в разрушении климата на планете и призывает",RELEVANT,OTHER_CLIMATE,RELEVANT,OTHER_CLIMATE,,1,ru_1,bin Laden blames US for climate
RU-D01332,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/stroitelstvo-zavoda-vetrovyih-elektrostantsiy-obsudili-508831/,2023-08-28,Строительство завода ветровых электростанций обсудили в Жезказгане,"28 августа в Жезказгане состоялась встреча председателя Региональной палаты предпринимателей области Ұлытау (""Атамекен"") Гульмиры Каженовой с представителями компаний Канатом Абеновым - директором ТОО ""ТГС-Констракшн"", Жомартом Моминбаевым - директором ТОО ""ТГС-Энерджи"", Вэй Хумином - представителем Power China.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_2,wind power plant factory
RU-D05540,,RU,Kaktus,https://kaktus.media/doc/442761_ychenyy_predrek_chelovechestvy_silnyy_klimaticheskiy_krizis.html,2021-07-18,Ученый предрек человечеству сильный климатический кризис,"Председатель Консультативной группы по климатическим кризисам (CCAG) Дэвид Кинг уверен, что последствия того погодного кризиса, с которым человечеству уже приходится сталкиваться, со временем будут только ухудшаться.",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_1,scientist predicts climate crisis
RU-D03312,,RU,Tengrinews,https://tengrinews.kz/world_news/bill-geyts-vyidelit-15-milliarda-borbu-izmeneniem-klimata-445673/,2021-08-12,"Билл Гейтс выделит 1,5 миллиарда на борьбу с изменением климата: 12 августа 2021 23:37 - новости на Tengrinews.kz","Tengrinews.kz ▶ Билл Гейтс выделит 1,5 миллиарда на борьбу с изменением климата: 12 августа 2021 23:37 ▶ Читать подробнее актуальные новости и события на сайте.",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,Gates funds climate fight
RU-D00680,,RU,Tengrinews,https://tengrinews.kz/science/uchenyie-predlojili-zatemnit-solnechnyiy-svet-yujnoy-afrike-421406/,2020-11-27,Ученые предложили затемнить солнечный свет в Южной Африке: 27 ноября 2020 13:26 - новости на Tengrinews.kz,Tengrinews.kz ▶ Ученые предложили затемнить солнечный свет в Южной Африке: 27 ноября 2020 13:26 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,,1,ru_2,solar dimming geoengineering proposal
RU-C00707,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/108874-v-kazaxstane-ustanavlivayut-pervye-solnechnye.html/,2011-09-13,"В Казахстане устанавливают первые солнечные фонари, сообщает","В Казахстане устанавливают первые солнечные фонари, сообщает«Казинформ» (Казахстан). Установивший солнечные фонари предприниматель Владимир Ильин, глава фирмы «Техцентр&raq",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_1,first solar lamps Kazakhstan
RU-D00635,,RU,Kaktus,https://kaktus.media/doc/491491_izmenenie_klimata_privodit_k_prodovolstvennomy_krizisy_mnenie.html,2023-11-29,Изменение климата приводит к продовольственному кризису (мнение),Ситуация с голодом в мире может усугубиться из-за изменений климата. Мнение гендиректора ФАО Цюй Дунъюя.,RELEVANT,AGRI_LAND,RELEVANT,AGRI_LAND,,,ru_2,climate causes food crisis
RU-D05300,,RU,Kaktus,https://kaktus.media/doc/439398_dinara_kytmanova:_na_kymtore_lednikovyu_vody_ispolzyut_dlia_promyvki_i_tehnicheskih_nyjd.html,2021-05-29,"Динара Кутманова: На ""Кумторе"" ледниковую воду используют для промывки и технических нужд","На ""Кумторе"" ледниковую воду из озера Петрова используют для промывки золота и на технические нужды.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,ru_2,glacial water industrial use Kumtor
RU-D05809,,RU,Kaktus,https://kaktus.media/doc/463387_obval_lednika_na_perevale_djyyky._v_mchs_rasskazali_kakogo_obema_byla_lavina.html,2022-07-11,"Обвал ледника на перевале Джууку. В МЧС рассказали, какого объема была лавина","В пресс-службе МЧС рассказали, что сотрудники их ведомства обследуют место обвала ледника в ущелье Джууку в Иссык-Кульской области. Сообщается, что предполагаемый объем сошедшей ледниковой массы - 2 миллиона 11 тысяч 500 кубометров.",RELEVANT,WATER_CRYO,RELEVANT,DISASTER,,1,ru_1,glacier avalanche Dzhuuku pass
RU-D03550,,RU,Kaktus,https://kaktus.media/doc/382944_otlichie_vybrosov_na_modernizirovannoy_i_staroy_chastiah_bishkekskoy_tec.html,2018-11-23,Отличие выбросов на модернизированной и старой частях бишкекской ТЭЦ,Смог над Бишкеком. Как бишкекская ТЭЦ влияет на загрязнение воздуха в столице?,RELEVANT,ENERGY,NOT_RELEVANT,,1,,ru_2,
RU-D01355,,RU,Tengrinews,https://tengrinews.kz/mixnews/solenost-aralskogo-moria-prevysila-solenost-mirovogo-okeana-346041/,2018-06-06,Соленость Аральского моря превысила соленость Мирового океана в четыре раза: 06 июня 2018 18:24 - новости на Tengri Life,Tengrinews.kz ▶ Соленость Аральского моря превысила соленость Мирового океана в четыре раза: 06 июня 2018 18:24 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,gold,IAA adjudicated gold
RU-D04684,,RU,Kaktus,https://kaktus.media/doc/491243_akylbek_japarov_provel_finalnye_peregovory_po_stroitelstvy_solnechnoy_elektrostancii.html,2023-11-25,Акылбек Жапаров провел финальные переговоры по строительству солнечной электростанции,Акылбек Жапаров провел заключительные переговоры с консорциумом китайских компаний по строительству солнечной электростанции мощностью 1 ГВт в Иссык-Кульской области.,RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_2,solar power plant negotiations
RU-D03360,,RU,Tengrinews,https://tengrinews.kz/show/leonardo-di-kaprio-napisal-o-probleme-aralskogo-moria-279809/,2015-08-26,Леонардо Ди Каприо написал о проблеме Аральского моря: 26 августа 2015 09:35 - новости на Tengrinews.kz,Tengrinews.kz ▶ Леонардо Ди Каприо написал о проблеме Аральского моря: 26 августа 2015 09:35 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,DiCaprio on Aral Sea problem
RU-D00549,,RU,Sputnik,https://sputnik.kg/20240730/kyrgyzstan-sel-ozgocho-kyrdaal-1087464757.html,,ӨКМ: жырылып кетүү кооптуулугу бар көлдөр тыкыр көзөмөлдөнүүдө,"Тоо башындагы көлдөр мөңгүнүн эришинен улам жырылып кетиши ыктымал, ошондуктан күн ысык кезде алар тыкыр көзөмөлдөнөт.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,glacial lakes burst risk monitored
RU-D01037,,RU,Kaktus,https://kaktus.media/doc/403777_ychenye:_balhash_mojet_povtorit_sydby_arala.html,2020-01-06,Ученые: Балхаш может повторить судьбу Арала,В недалеком будущем судьбу Аральского моря может повторить Балхаш.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,Balkhash may repeat Aral fate
RU-D05442,,RU,Kaktus,https://kaktus.media/doc/480935_klimatologi:_zemlu_ojidaet_samyy_jarkiy_period_za_vsu_istoriu_nabludeniy.html,2023-05-20,Климатологи: Землю ожидает самый жаркий период за всю историю наблюдений,"Всемирная метеорологическая организация ООН опубликовала тревожный доклад, согласно которому в ближайшие пять лет Землю ожидает самый жаркий период за всю историю наблюдений.",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_2,WMO hottest period projection
RU-C00103,,RU,24.kg,https://24.kg/archive/ru/bigtiraj/120164-ne-sleduet-panikovat-iz-za-globalnogo-potepleniya.html/,2012-02-01,"Не следует паниковать из-за глобального потепления, считает","Не следует паниковать из-за глобального потепления, считаетThe Wall Street Journal (США). «Нет убедительных научных аргументов в пользу радикальных действий по «декарбонизации&ra",RELEVANT,SCIENCE_GEN,RELEVANT,SCIENCE_GEN,,,ru_2,global warming skepticism opinion
RU-C00099,,RU,Daryo.uz,https://daryo.uz/ru/2023/11/03/aralskoe-more-popolnat-vodami-iz-sosednih-stran/,2023-11-03,В Ташкенте обсудили восстановление Аральского моря,Его пополнят водами из соседних стран,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,restoring Aral Sea
RU-00014,,RU,24.kg,https://24.kg/archive/ru/community/166566-shamil-ilyasov-esli-tendenciya-izmeneniya-klimata.html/,2013-11-29,"Шамиль Ильясов: Если тенденция изменения климата в Кыргызстане будет продолжаться, страна потеряет значительную массу ледников","Шамиль Ильясов: Если тенденция изменения климата в Кыргызстане будет продолжаться, страна потеряет значительную массу ледников «Если тенденция изменения климата в Кыргызстане буде",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,climate change glacier loss
RU-D00887,,RU,Kaktus,https://kaktus.media/doc/464208_perehod_na_vozobnovliaemye_istochniki_energii_v_kyrgyzstane_eto_realno._chto_nyjno_sdelat.html,2022-07-27,Переход на возобновляемые источники энергии в Кыргызстане - это реально. Что нужно сделать,"Что нужно сделать Кыргызстану, чтобы реально перейти на возобновляемые источники энергии, зачем это вообще нужно и чем грозит игнорирование диверсификации энергоснабжения - читайте в анализе от ""МувГрин"":",RELEVANT,ENERGY,RELEVANT,ENERGY,,,gold,IAA adjudicated gold
RU-D04172,,RU,Kaktus,https://kaktus.media/doc/450170_sammit_v_tyrkmenistane._sadyr_japarov_prizval_sokratit_vybrosy_ygleroda.html,2021-11-28,Саммит в Туркменистане. Садыр Жапаров призвал сократить выбросы углерода,Президент Садыр Жапаров: Организация экономического сотрудничества должна быть готова к вызовам современного мира по расширению деятельности экономических проектов,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_2,"summit, call to cut carbon"
RU-D01135,,RU,Kaktus,https://kaktus.media/doc/449817_obeshaet_odno_delaet_drygoe._o_neposledovatelnosti_sadyra_japarova_na_primere_ekologii.html,2021-11-24,"Обещает одно, делает другое. О непоследовательности Садыра Жапарова на примере экологии","3 ноября в Глазго президент, выступая перед донорами и прося $10 млрд, пообещал, что Кыргызстан сократит вредные выбросы. Но в самом Кыргызстане действия властей идут вразрез с этими обещаниями.",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,Japarov emissions promise inconsistency
RU-D03106,,RU,Kaktus,https://kaktus.media/doc/522970_kyrgyzstancy_ot_14_do_35_let_mogyt_priniat_ychastie_v_klimaticheskom_karavane.html,2025-04-30,Кыргызстанцы от 14 до 35 лет могут принять участие в Климатическом караване,Открыт набор в Молодежный климатический караван для участия в разработке климатической повестки Кыргызстана,RELEVANT,POLICY,RELEVANT,HEALTH_SOCIETY,,,ru_2,youth climate caravan activism
RU-D00683,,RU,Tengrinews,https://tengrinews.kz/other/izmenenie-klimata-vyizvalo-rezkoe-sokraschenie-populyatsii-411981/,2020-08-21,Изменение климата вызвало резкое сокращение популяции лосося: 21 августа 2020 18:25 - новости на Tengrinews.kz,Tengrinews.kz ▶ Изменение климата вызвало резкое сокращение популяции лосося: 21 августа 2020 18:25 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,OTHER_CLIMATE,RELEVANT,SCIENCE_GEN,,,gold,IAA adjudicated gold
RU-D02327,,RU,Sputnik,https://sputnik.kg/20231110/parizh-sadyr-zhaparov-yunesko-kajryluu-klimat-1080350561.html,,"Жапаров Парижде ЮНЕСКОнун сессиясында сүйлөп, Айтматовдун осуятын айтты","Президент климаттын глобалдык өзгөрүүсүнүн кесепеттерине токтолуп, 2027-жылы Кыргызстан ""Бишкек+25"" тоо саммитин өткөрүүнү пландаштырып жатканын белгилеген.",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,president on climate at UNESCO
RU-D00797,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/tokaev-prizval-obyedinitsya-resheniya-ekologicheskih-problem-540629/,2024-07-06,Токаев призвал объединиться для решения экологических проблем Каспия и Аральского моря,"6 июля Президент Казахстана принял участие в неформальном саммите Организации тюркских государств, проходящем в Айзербайджане, передает Tengrinews.kz со ссылкой на сообщение Акорды.",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_2,Caspian and Aral cooperation
RU-C00214,,RU,Daryo.uz,https://daryo.uz/ru/2024/06/21/uzbekistan-polucil-ot-vsemirnogo-banka-vyplatu-za-sokrasenie-vybrosov/,2024-06-21,Узбекистан получил от Всемирного банка выплату за сокращение выбросов,"Правительство Узбекистана обязалось использовать часть средств, получаемых в рамках проекта iCRAFT, для оказания финансового содействия уязвимым домохозяйствам, чье благополучие затронули недавние изменения тарифов на электричество и газ, - говорится в сообщении",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,WB payment for emissions reduction
RU-00115,,RU,Daryo.uz,https://daryo.uz/ru/2023/11/28/ssa-i-turkmenistan-obsudili-iniciativu-po-globalnomu-metanovomu-obazatelstvu/,2023-11-28,США и Туркменистан обсудили инициативу по Глобальному метановому обязательству,"Спецпредставитель Джон Керри отметил, что требуются инвестиции в возобновляемые источники энергии",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_2,Global Methane Pledge initiative
RU-D05590,,RU,Kaktus,https://kaktus.media/doc/484019_v_kyrgyzstane_ychrejden_sovet_ekologicheskogo_stroitelstva.html,2023-07-19,В Кыргызстане учрежден Совет экологического строительства,Впервые учрежден Совет экологического строительства Кыргызстана как часть глобального движения World Green Building Council.,RELEVANT,OTHER_CLIMATE,NOT_RELEVANT,,,,ru_2,
RU-C00066,,RU,Daryo.uz,https://daryo.uz/ru/2023/09/06/francia-i-turkmenistan-sosredotocat-obsie-usilia-na-sokrasenii-vybrosov-metana-i-upravlenii-vodnymi-resursami/,2023-09-06,Франция и Туркменистан сосредоточат общие усилия на сокращении выбросов метана и управлении водными ресурсами,Ашхабад может присоединиться к Глобальному обязательству по выбросам метана,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,"France-Turkmenistan methane, water"
RU-D04983,,RU,Kaktus,https://kaktus.media/doc/534666_indiia_stala_chetvertym_krypneyshim_proizvoditelem_vozobnovliaemoy_energii_v_mire.html,2025-11-05,Индия стала четвертым крупнейшим производителем возобновляемой энергии в мире,"Индия заняла четвертое место в мире по объемам производства возобновляемой энергии, достигнув мощности в 257 ГВт. Мощность солнечной энергетики выросла до 128 ГВт.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_2,India renewable energy producer
RU-D01209,,RU,Kaktus,https://kaktus.media/doc/457365_gcf_zelenyy_klimaticheskiy_fond_zapyskaet_proekt_tehnicheskoy_pomoshi_dlia_doscredobank.html,2022-03-31,"GCF ""Зеленый климатический фонд"" запускает проект технической помощи для Doscredobank","GCF ""Зеленый климатический фонд"" запускает проект технической помощи для Doscredobank.",RELEVANT,POLICY,RELEVANT,POLICY,,,ru_1,Green Climate Fund project
RU-D05146,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/obmelenie-kaspiya-prokommentirovali-v-minekologii-488160/,2023-01-11,Обмеление Каспия прокомментировали в Минэкологии: 11 января 2023 07:43 - новости на Tengrinews.kz,Tengrinews.kz ▶ Обмеление Каспия прокомментировали в Минэкологии: 11 января 2023 07:43 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,,ru_1,Caspian shallowing
RU-D01480,,RU,Kaktus,https://kaktus.media/doc/436800_kak_toptalis_na_meste_tak_i_topchemsia._ekspert_o_reshenii_problem_ekologii_v_kyrgyzstane.html,2021-04-26,"""Как топтались на месте, так и топчемся"". Эксперт о решении проблем экологии в Кыргызстане",Саммит по климату и вопросы экологической политики Кыргызстана - тема новой публикации эксперта Исмаила Даирова.,RELEVANT,POLICY,RELEVANT,POLICY,,1,ru_1,"expert on climate summit, eco policy"
RU-C00458,,RU,Daryo.uz,https://daryo.uz/ru/2023/11/08/obse-obucaet-turkmenskih-specialistov-monitoringu-vybrosov-metana/,2023-11-08,ОБСЕ обучает туркменских специалистов мониторингу выбросов метана,Ашхабад планирует присоединиться к Глобальному метановому обязательству,RELEVANT,ENERGY,RELEVANT,POLICY,,,ru_2,"methane monitoring, methane pledge"
RU-C00533,,RU,24.kg,https://24.kg/archive/ru/economics/126422-yeldar-gilfanov-ledniku-davydova-v-kyrgyzstane.html/,2012-04-13,"Эльдар Гильфанов: Леднику Давыдова в Кыргызстане некуда двигаться, кроме как в карьер «Кумтора»","Эльдар Гильфанов: Леднику Давыдова в Кыргызстане некуда двигаться, кроме как в карьер «Кумтора»«Леднику Давыдова в Кыргызстане некуда двигаться, кроме как в карьер «К",RELEVANT,WATER_CRYO,RELEVANT,WATER_CRYO,,1,ru_1,Davydov glacier displaced by Kumtor mine
RU-D05578,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/mamin-prinyal-uchastie-v-klimaticheskom-sammite-v-glazgo-452792/,2021-11-02,Мамин принял участие в климатическом саммите в Глазго: 02 ноября 2021 13:34 - новости на Tengrinews.kz,Tengrinews.kz ▶ Мамин принял участие в климатическом саммите в Глазго: 02 ноября 2021 13:34 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,POLICY,RELEVANT,POLICY,,,ru_2,Glasgow climate summit COP26
RU-D00799,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/ao-arselormittal-temirtau-puti-snijeniya-uglerodnogo-sleda-491686/,2023-02-20,АО ”АрселорМиттал Темиртау” на пути снижения углеродного следа: 20 февраля 2023 15:12 - новости на Tengrinews.kz,Tengrinews.kz ▶ АО ”АрселорМиттал Темиртау” на пути снижения углеродного следа: 20 февраля 2023 15:12 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,ENERGY,RELEVANT,ENERGY,,1,ru_1,steel plant carbon footprint reduction
RU-D03528,,RU,Tengrinews,https://tengrinews.kz/kazakhstan_news/zuregimdi-elziretti-ekologiia-ministri-buu-da-soz-soilegen-382830/,2019-10-30,Жүрегімді елжіретті - экология министрі БҰҰ-да сөз сөйлеген Грета Тунберг туралы: 30 октября 2019 12:55 - новости на Tengrinews.kz,Tengrinews.kz ▶ Жүрегімді елжіретті - экология министрі БҰҰ-да сөз сөйлеген Грета Тунберг туралы: 30 октября 2019 12:55 ▶ Читать подробнее актуальные новости и события на сайте.,RELEVANT,OTHER_CLIMATE,RELEVANT,HEALTH_SOCIETY,,1,ru_1,minister on Greta Thunberg speech
RU-D04618,,RU,Kaktus,https://kaktus.media/doc/454324_sotni_malyh_ges_solnechnyh_i_vetrianyh_stanciy._akylbek_japarov_nazval_celi_v_energetike.html,2022-02-10,"""Сотни малых ГЭС, солнечных и ветряных станций"". Акылбек Жапаров назвал цели в энергетике","Глава кабмина, выступая на национальном форуме по переходу к устойчивой энергетике, рассказал, какой потенциал имеет, но пока не использует страна.",RELEVANT,ENERGY,RELEVANT,ENERGY,,,ru_2,"renewables, sustainable energy transition"
